Filename;Hidden Content Present;Estimated Size of Hidden Content (Bytes);Speed Hidden Content Present (ms);Speed Size Estimation (ms);Speed Recovering Hidden Content (ms)
017778.png;True;502;0,76;505,68;1,86
017827.png;True;117;0,76;502,8;0,43
017872.png;True;237;0,76;509,3;0,88
017956.png;True;157;0,76;507,2;0,58
018018.png;True;186;0,76;505,65;0,69
018026.png;True;155;0,75;504,55;0,58
018076.png;True;155;0,77;503,33;0,58
018077.png;True;444;0,76;503,45;1,85
018082.png;True;671;0,75;501,02;2,43
018135.png;True;138;0,76;504,08;0,52
018198.png;True;154;0,75;505,37;0,57
018200.png;True;231;0,76;502,82;0,85
018206.png;True;444;0,75;503,51;1,62
018208.png;True;131;0,76;507,37;0,48
018239.png;True;339;0,76;504,47;1,31
018319.png;True;154;0,76;506,37;0,58
018475.png;True;446;0,78;505,44;1,63
018495.png;True;158;0,76;503,86;0,59
018499.png;True;524;0,85;510,96;1,91
018534.png;True;154;0,76;504,71;0,58
018573.png;True;155;0,76;508,02;0,58
018586.png;True;154;0,75;505,88;0,59
018652.png;True;158;0,8;503,69;0,59
018670.png;True;154;0,76;504,89;0,57
018695.png;True;154;0,75;509,23;0,58
018890.png;True;444;0,84;502,06;1,62
018964.png;True;142;0,75;499,22;0,53
018988.png;True;150;0,76;500,91;0,57
018996.png;True;155;0,76;503,48;0,57
019072.png;True;121;0,76;506,76;0,47
019120.png;True;123;0,77;504,95;0,46
019126.png;True;158;0,76;524,44;0,67
019151.png;True;121;0,82;519,79;0,46
019209.png;True;574;0,89;503,46;2,16
019241.png;True;111;0,78;506,36;0,43
019335.png;True;155;0,77;502,44;0,59
019406.png;True;155;0,77;503,05;0,59
019420.png;True;157;0,8;508,35;0,6
019438.png;True;443;0,77;508,57;1,66
019459.png;True;226;0,78;503,49;0,85
019463.png;True;425;0,79;510,8;1,55
019464.png;True;82;0,76;504,78;0,32
019465.png;True;202;0,77;507,08;0,78
019466.png;True;228;0,78;501,48;0,83
019467.png;True;157;0,78;502,19;0,59
019468.png;True;132;0,76;504,93;0,49
019469.png;True;155;0,77;501,36;0,57
019470.png;True;123;0,75;505,59;0,46
019472.png;True;154;0,76;505,1;0,59
019484.png;True;502;0,75;500,32;1,82
019489.png;True;135;0,76;508,4;0,5
019491.png;True;228;0,76;502,57;0,83
019492.png;True;230;0,75;505,5;0,84
019496.png;True;456;0,76;505,07;1,69
019503.png;True;154;0,77;515,72;0,58
019504.png;True;153;0,76;511,22;0,58
019505.png;True;154;0,76;510,56;0,57
019509.png;True;127;0,75;506,76;0,48
019516.png;True;154;0,76;507,05;0,57
019519.png;True;222;0,84;504,12;0,81
019523.png;True;155;0,76;504,33;0,58
019526.png;True;116;0,76;503,95;0,43
019530.png;True;167;0,75;508,42;0,63
019533.png;True;587;0,77;504,55;2,13
019542.png;True;237;0,83;503,49;0,87
019546.png;True;441;0,76;505,37;1,63
019550.png;True;121;0,76;502,22;0,47
019553.png;True;230;0,76;504,58;0,85
019554.png;True;441;0,76;507,57;1,62
019555.png;True;158;0,87;504,03;0,58
019558.png;True;158;0,76;501,16;0,59
019565.png;True;2331;0,76;500,54;8,46
019566.png;True;227;0,76;504,12;0,9
019568.png;True;441;0,75;505,35;1,6
019569.png;True;230;0,75;504,95;0,85
019570.png;True;235;0,76;504,22;0,86
019573.png;True;221;0,92;502,4;0,82
019575.png;True;154;0,76;500,66;0,58
019576.png;True;142;0,77;498,99;0,54
019578.png;True;1067;0,78;502,81;3,89
019584.png;True;673;0,76;509,04;2,51
019585.png;True;155;0,76;504,04;0,58
019587.png;True;157;1,61;506,71;0,61
019589.png;True;532;0,78;509,05;1,95
019597.png;True;136;0,76;504,9;0,52
019600.png;True;237;0,79;505,79;0,89
019601.png;True;154;0,78;506,6;0,59
019602.png;True;191;0,77;503,71;0,71
019610.png;True;231;0,77;506,12;0,87
019614.png;True;154;0,78;511,33;0,59
019618.png;True;154;0,77;511,12;0,61
019621.png;True;186;0,8;510,96;0,71
019622.png;True;157;0,78;502,5;0,6
019624.png;True;136;0,8;505,06;0,52
019626.png;True;154;0,78;505,91;0,6
019630.png;True;154;0,78;506,18;0,59
019634.png;True;443;0,78;508,27;1,61
019640.png;True;152;0,76;505,57;0,56
019641.png;True;155;0,76;505,31;0,58
019644.png;True;228;0,76;504,1;0,83
019646.png;True;223;0,75;504,41;0,82
019651.png;True;155;0,76;504,9;0,57
019655.png;True;252;0,76;503,64;0,93
019656.png;True;154;0,75;506,41;0,58
019659.png;True;154;0,76;506,03;0,57
019660.png;True;127;0,75;505,53;0,48
019661.png;True;136;0,76;505,31;0,5
019664.png;True;154;0,76;504,61;0,57
019665.png;True;154;0,75;506,66;0,58
019668.png;True;228;0,77;504,05;0,84
019673.png;True;154;0,76;504,5;0,57
019674.png;True;445;0,79;503,9;1,62
019679.png;True;230;0,75;504,33;0,88
019680.png;True;158;0,76;502,45;0,58
019681.png;True;582;0,76;506,2;2,11
019682.png;True;135;0,75;505,25;0,51
019683.png;True;157;0,83;503,02;0,58
019684.png;True;155;0,76;504,86;0,58
019685.png;True;150;0,82;502,34;0,56
019686.png;True;224;0,76;503,05;0,82
019687.png;True;227;0,75;508,25;0,83
019688.png;True;236;0,76;504,72;0,86
019689.png;True;521;0,76;502,8;1,9
019690.png;True;233;0,75;503,98;0,86
019691.png;True;671;0,78;504,82;2,42
019692.png;True;326;0,75;503,92;1,19
019693.png;True;155;0,75;502,31;0,57
019694.png;True;155;0,76;501,97;0,57
019696.png;True;123;0,75;503,84;0,46
019697.png;True;237;0,76;504,53;1,13
019699.png;True;158;0,76;499,24;0,59
019701.png;True;154;0,75;501,01;0,6
019702.png;True;416;0,76;506,73;1,52
019714.png;True;125;0,75;503,9;0,54
019721.png;True;228;0,78;505,62;0,85
019723.png;True;155;0,77;506,02;0,61
019726.png;True;231;0,84;503,15;0,87
019729.png;True;154;0,97;502,17;0,59
019730.png;True;162;0,78;505,1;0,63
019732.png;True;135;0,8;505,61;0,5
019733.png;True;155;0,76;503,36;0,57
019734.png;True;671;0,75;501,49;2,43
019739.png;True;443;0,76;508,25;1,63
019740.png;True;446;0,76;504,87;1,67
019741.png;True;446;0,84;503,78;1,73
019744.png;True;154;0,78;504,85;0,58
019745.png;True;122;0,77;505,84;0,47
019749.png;True;154;0,77;506,23;0,57
019751.png;True;443;0,75;503,43;1,66
019755.png;True;160;0,79;504,66;0,59
019759.png;True;155;0,77;524,79;0,59
019761.png;True;501;0,77;504,15;1,88
019762.png;True;230;0,96;506,07;0,84
019763.png;True;425;0,75;507,56;1,55
019766.png;True;223;0,76;503,18;0,82
019770.png;True;154;0,76;511,28;0,57
019773.png;True;154;0,75;505,75;0,58
019775.png;True;154;0,75;507,01;0,57
019776.png;True;230;0,76;503,84;0,85
019777.png;True;154;0,75;502,9;0,64
019778.png;True;667;0,75;504,04;2,46
019780.png;True;482;0,75;505,71;1,77
019782.png;True;237;0,75;501,49;0,88
019783.png;True;155;0,76;505,45;0,57
019784.png;True;137;0,75;501,57;0,51
019785.png;True;155;0,75;503,53;0,61
019786.png;True;232;0,75;503,54;0,84
019787.png;True;125;0,76;503,85;0,47
019789.png;True;155;0,77;504,03;0,58
019790.png;True;665;0,76;500,17;2,46
019794.png;True;157;0,76;503,71;0,58
019795.png;True;446;0,8;508,23;1,67
019796.png;True;154;0,75;504,98;0,57
019797.png;True;149;0,76;504,24;0,55
019799.png;True;499;0,77;505,75;1,82
019801.png;True;490;0,75;505,53;1,78
019802.png;True;154;0,75;504,16;0,57
019803.png;True;155;0,76;505,73;0,57
019804.png;True;675;0,75;504,71;2,46
019805.png;True;157;0,77;500,89;0,58
019806.png;True;154;0,75;507,06;0,58
019807.png;True;236;0,83;506,16;0,88
019812.png;True;157;0,76;503,68;0,59
019813.png;True;154;0,76;497,3;0,57
019814.png;True;158;0,76;502,05;0,62
019816.png;True;157;0,83;505,77;0,59
019818.png;True;684;0,76;512,01;3,48
019819.png;True;155;0,76;505,22;0,57
019820.png;True;290;1;506,96;1,07
019821.png;True;123;0,76;504,43;0,47
019822.png;True;154;0,75;504,43;0,59
019823.png;True;154;0,79;505,05;0,59
019825.png;True;164;0,78;508,19;0,62
019827.png;True;155;0,77;503,59;0,58
019828.png;True;154;0,76;507,88;0,58
019829.png;True;445;0,76;508,91;1,71
019830.png;True;524;0,78;503,15;1,96
019831.png;True;228;0,77;501,5;0,87
019833.png;True;158;0,79;506,77;0,6
019837.png;True;128;0,78;504,03;0,49
019839.png;True;883;0,79;504,38;3,35
019841.png;True;82;0,77;509,02;0,35
019843.png;True;154;0,78;507,48;0,59
019844.png;True;240;0,77;510,42;0,91
019846.png;True;137;0,78;502,57;0,53
019847.png;True;447;0,78;504,4;1,64
019849.png;True;432;0,76;506,15;1,58
019850.png;True;147;0,76;503,78;0,55
019852.png;True;223;0,75;509,05;0,83
019853.png;True;154;0,75;503,61;0,58
019855.png;True;231;0,76;502,45;0,84
019858.png;True;154;0,76;503,14;0,57
019859.png;True;196;0,76;503,93;0,72
019862.png;True;154;0,76;505,34;0,57
019868.png;True;230;0,77;503,82;0,85
019869.png;True;155;0,76;505,42;0,58
019870.png;True;154;0,76;505,81;0,58
019872.png;True;138;0,76;503,08;0,51
019873.png;True;154;0,76;504,91;0,57
019874.png;True;151;0,76;505,46;0,58
019876.png;True;154;0,75;510,98;0,58
019877.png;True;233;0,79;502,61;0,87
019879.png;True;2306;0,76;503,79;8,26
019880.png;True;161;0,76;510,83;0,6
019882.png;True;154;0,76;503,23;0,58
019883.png;True;154;0,75;502,98;0,57
019884.png;True;235;0,8;506,37;0,85
019885.png;True;503;0,75;506,37;1,84
019886.png;True;393;0,76;504,34;1,45
019887.png;True;2247;0,78;502,9;8,02
019890.png;True;121;0,77;506,06;0,48
019891.png;True;520;0,78;502,6;1,93
019892.png;True;445;0,76;501,96;1,64
019893.png;True;580;0,77;505,59;2,18
019896.png;True;122;0,76;502,12;0,46
019897.png;True;154;0,76;505,82;0,58
019899.png;True;154;0,76;502,19;0,58
019900.png;True;231;0,76;501,09;0,88
019903.png;True;446;0,77;503,44;1,63
019905.png;True;154;0,76;506,29;0,59
019906.png;True;157;0,76;508,34;0,6
019909.png;True;143;0,98;506,95;0,55
019913.png;True;160;0,76;508,93;0,61
019915.png;True;154;0,77;506,11;0,6
019916.png;True;155;0,78;503,2;0,58
019917.png;True;154;0,75;504,16;0,57
019918.png;True;155;0,75;509,39;0,58
019919.png;True;154;0,77;503,76;0,6
019920.png;True;447;0,78;504,06;1,73
019922.png;True;153;0,78;502,8;0,58
019923.png;True;154;0,78;507,93;0,58
019924.png;True;155;0,78;504,83;0,59
019925.png;True;230;0,77;506,84;0,87
019926.png;True;425;0,77;505,88;1,58
019927.png;True;154;0,78;509,57;1,6
019929.png;True;134;0,75;504,52;0,51
019931.png;True;154;0,78;505,73;0,58
019932.png;True;123;0,78;508,05;0,51
019935.png;True;111;0,76;506,22;0,41
019936.png;True;121;0,83;504,54;0,46
019942.png;True;154;0,76;504,85;0,58
019945.png;True;502;0,76;504,75;1,84
019948.png;True;154;0,75;513,46;0,57
019950.png;True;443;0,76;503,49;1,62
019952.png;True;252;0,76;504,47;0,92
019953.png;True;124;0,9;503,63;0,46
019954.png;True;157;0,75;501,84;0,58
019956.png;True;158;0,76;503,03;0,59
019957.png;True;152;0,76;529,8;0,59
019963.png;True;120;0,76;505,02;0,45
019964.png;True;161;0,76;509,41;0,72
019966.png;True;154;0,77;505,53;0,57
019969.png;True;155;0,76;502,35;0,59
019970.png;True;120;0,75;505,66;0,45
019971.png;True;230;0,76;507,84;0,84
019973.png;True;154;0,77;506,42;0,57
019977.png;True;169;0,87;505,66;0,63
019983.png;True;158;0,76;503,79;0,59
019984.png;True;150;0,77;504,86;0,56
019987.png;True;155;0,76;505,42;0,58
019991.png;True;154;0,75;506,68;0,58
019993.png;True;158;0,78;505,3;0,58
019995.png;True;122;0,76;502,92;0,45
019996.png;True;234;0,84;504,56;0,88
019997.png;True;155;0,76;502,57;0,59
019998.png;True;228;0,95;510,13;0,84
020000.png;True;262;0,76;501,86;0,96
020004.png;True;155;0,75;498,43;0,58
020006.png;True;227;0,75;505,69;0,84
020007.png;True;157;0,77;509,61;0,59
020008.png;True;225;0,75;512,71;0,86
020012.png;True;236;0,78;504,8;0,9
020013.png;True;155;0,79;507,06;0,58
020014.png;True;441;0,76;506,37;1,65
020015.png;True;228;0,78;504,52;0,85
020016.png;True;330;0,75;504,61;1,24
020017.png;True;152;0,78;505,23;0,57
020018.png;True;138;0,76;502,66;0,6
020020.png;True;154;0,79;504,93;0,59
020022.png;True;239;0,78;505,27;0,92
020024.png;True;154;0,78;505,8;0,59
020026.png;True;158;0,78;503,38;0,6
020027.png;True;158;0,77;505,45;0,68
020031.png;True;445;0,78;504,5;1,69
020035.png;True;158;0,78;504,7;0,6
020036.png;True;158;0,77;504,84;0,61
020037.png;True;155;0,77;505,56;0,6
020038.png;True;223;0,78;504,37;0,82
020039.png;True;155;0,76;503,83;0,58
020041.png;True;126;0,78;504,53;0,47
020042.png;True;154;0,75;507,08;0,57
020043.png;True;228;0,76;503,37;0,84
020046.png;True;154;0,77;505,03;0,58
020047.png;True;154;0,76;509,88;0,57
020048.png;True;222;0,75;504,78;0,82
020051.png;True;130;0,76;502,34;0,48
020055.png;True;154;0,76;507,5;0,57
020058.png;True;154;0,76;503,66;0,57
020060.png;True;154;1,17;506,81;0,57
020061.png;True;148;0,76;506,77;0,56
020062.png;True;154;0,76;501,08;0,57
020063.png;True;126;0,76;508,23;0,47
020064.png;True;155;0,75;505,96;0,66
020065.png;True;122;0,76;503,44;0,46
020067.png;True;154;0,76;505,74;0,57
020068.png;True;228;0,77;502,06;0,84
020071.png;True;154;0,76;503,78;0,68
020072.png;True;154;0,76;507,46;0,57
020073.png;True;119;0,76;503,48;0,44
020074.png;True;115;0,75;504,88;0,43
020077.png;True;229;0,76;505,6;0,83
020078.png;True;155;0,76;506,15;0,58
020081.png;True;497;0,77;504,59;1,82
020082.png;True;230;0,75;502,96;0,85
020083.png;True;154;0,77;505,71;0,57
020084.png;True;118;0,76;506,22;0,44
020086.png;True;111;0,76;502,08;0,42
020087.png;True;154;0,76;503,45;0,58
020088.png;True;719;0,77;534,98;2,62
020089.png;True;684;0,76;517,62;2,45
020092.png;True;122;0,76;500,28;0,46
020093.png;True;421;0,76;522,62;1,58
020094.png;True;154;0,78;506,36;0,58
020095.png;True;154;0,76;503,3;0,57
020096.png;True;135;0,77;504,76;0,5
020099.png;True;155;0,76;506,29;0,57
020100.png;True;154;0,76;508,48;0,59
020101.png;True;133;0,78;512,56;0,51
020102.png;True;457;0,78;509,93;1,72
020103.png;True;137;0,78;506,51;0,52
020104.png;True;154;0,77;509,43;0,59
020105.png;True;446;0,77;505,64;1,68
020106.png;True;158;0,9;505,27;0,61
020107.png;True;145;0,77;505,06;0,56
020111.png;True;154;0,79;507,35;0,59
020112.png;True;228;0,77;508,65;0,84
020113.png;True;154;0,85;507,32;0,57
020114.png;True;155;0,76;503,93;0,58
020115.png;True;154;0,76;505,38;0,57
020117.png;True;140;0,76;506,59;0,53
020118.png;True;154;0,76;503,17;0,58
020120.png;True;155;0,76;505,31;0,57
020122.png;True;155;0,76;506,45;0,58
020123.png;True;442;0,76;503,21;1,62
020124.png;True;228;0,76;505,11;0,99
020127.png;True;135;0,75;503,75;0,5
020134.png;True;1053;0,76;504,8;3,83
020135.png;True;499;0,76;503,25;1,88
020136.png;True;499;0,76;504,01;1,84
020138.png;True;157;0,76;506,43;0,62
020139.png;True;157;0,76;506,21;0,59
020140.png;True;158;0,83;500,35;0,59
020141.png;True;154;0,76;500;0,58
020142.png;True;144;0,77;506,92;0,57
020144.png;True;155;0,76;511,12;0,57
020146.png;True;154;0,75;501,09;0,57
020147.png;True;123;0,76;506,88;0,47
020148.png;True;446;0,76;509,4;1,64
020150.png;True;128;1,08;510,27;0,49
020151.png;True;154;0,75;508,4;0,59
020152.png;True;154;0,76;506,52;0,58
020153.png;True;154;0,77;504,12;0,57
020154.png;True;500;0,77;508,53;1,84
020156.png;True;155;0,75;507,01;0,58
020157.png;True;224;0,76;509,4;0,83
020158.png;True;386;0,76;498,53;1,43
020159.png;True;111;0,76;534,32;0,58
020161.png;True;265;0,76;504;1,02
020162.png;True;228;0,76;504,91;0,84
020163.png;True;166;0,76;503,88;0,62
020166.png;True;150;0,76;511,52;0,56
020167.png;True;437;0,76;505,61;1,59
020168.png;True;223;0,77;503,75;0,85
020169.png;True;155;0,89;503,8;0,59
020174.png;True;154;0,78;506,73;0,6
020177.png;True;984;0,78;504,78;3,66
020178.png;True;155;0,78;507,24;0,6
020179.png;True;157;0,78;506,6;0,6
020180.png;True;446;0,78;505,39;1,67
020181.png;True;160;0,79;507,69;0,61
020182.png;True;447;0,78;507,36;1,68
020184.png;True;154;0,78;505,26;0,57
020185.png;True;228;0,76;508,83;0,85
020189.png;True;154;0,81;504,41;0,58
020190.png;True;158;0,77;506,87;0,59
020191.png;True;155;0,76;505,02;0,58
020192.png;True;126;0,76;503,73;0,47
020194.png;True;445;0,75;504,32;1,64
020195.png;True;338;0,76;505,53;1,24
020197.png;True;154;0,77;511,54;0,62
020198.png;True;120;0,8;521,31;0,52
020199.png;True;154;1,41;508,78;0,61
020200.png;True;125;0,79;507,69;0,48
020201.png;True;392;0,76;505,61;1,61
020202.png;True;154;0,79;504,42;0,58
020203.png;True;234;0,77;505,84;0,9
020205.png;True;154;0,78;504,07;0,64
020206.png;True;154;0,77;506,36;0,59
020207.png;True;186;0,87;506,88;0,7
020208.png;True;583;0,76;506,54;2,13
020209.png;True;155;0,76;502,56;0,57
020210.png;True;122;0,76;503,61;0,47
020215.png;True;139;0,79;506,65;0,54
020216.png;True;120;0,78;505,81;0,47
020217.png;True;150;0,78;505,22;0,57
020219.png;True;154;0,78;507,36;0,59
020220.png;True;142;0,79;512,77;0,55
020221.png;True;155;0,79;506,46;0,6
020223.png;True;154;0,78;504,63;0,91
020224.png;True;123;0,76;505,1;0,46
020225.png;True;234;0,76;516,98;0,86
020226.png;True;154;0,76;506,34;0,58
020230.png;True;154;0,77;504,93;0,58
020231.png;True;157;0,77;508,37;0,59
020232.png;True;226;0,75;506,53;0,87
020234.png;True;444;0,76;503,17;1,62
020235.png;True;673;0,76;511,2;2,52
020236.png;True;167;0,8;505,97;0,63
020238.png;True;228;0,76;502,62;0,84
020241.png;True;128;0,77;508,69;0,47
020242.png;True;155;0,76;504,56;0,57
020243.png;True;178;0,76;505,04;0,66
020244.png;True;155;0,76;508,29;0,58
020246.png;True;162;0,76;505,35;0,6
020248.png;True;137;0,98;505,23;0,52
020249.png;True;154;0,77;504,36;0,57
020250.png;True;228;0,75;513,74;0,84
020252.png;True;150;0,76;504,83;0,56
020253.png;True;157;0,75;503,53;0,59
020255.png;True;155;0,78;506,24;0,57
020256.png;True;121;0,87;512,75;0,45
020257.png;True;154;0,76;507,69;0,57
020258.png;True;154;0,75;505,79;0,72
020259.png;True;155;0,76;503,6;0,57
020261.png;True;157;0,76;505,18;0,6
020262.png;True;228;0,76;505,29;0,84
020263.png;True;158;0,75;506,27;0,59
020265.png;True;441;0,77;504,18;1,61
020266.png;True;146;0,75;498,84;0,55
020267.png;True;121;0,76;500,68;0,46
020268.png;True;154;0,76;511,65;0,58
020269.png;True;154;0,76;503,37;0,57
020270.png;True;237;0,76;505,84;0,87
020271.png;True;147;0,76;504,23;0,58
020273.png;True;473;1,1;505,05;1,75
020275.png;True;157;0,77;505,77;0,59
020279.png;True;126;0,76;508,64;0,49
020280.png;True;155;0,78;503,48;0,58
020281.png;True;135;0,76;510,99;0,52
020282.png;True;162;1,36;503,54;0,62
020286.png;True;158;0,77;512,6;0,61
020287.png;True;154;0,78;504,33;0,59
020288.png;True;122;0,78;505,88;0,47
020289.png;True;154;0,77;508,29;0,59
020290.png;True;155;0,77;504,74;0,59
020291.png;True;157;0,78;505,51;0,6
020292.png;True;670;0,77;504,1;2,51
020294.png;True;154;0,79;506;0,6
020295.png;True;154;0,76;506,77;0,57
020296.png;True;154;0,77;503,51;0,57
020298.png;True;135;0,77;505,69;0,5
020299.png;True;154;0,76;505,87;0,57
020300.png;True;154;0,77;505,15;0,58
020302.png;True;499;0,82;501,69;1,88
020304.png;True;155;0,75;507,09;0,57
020305.png;True;155;0,76;505,18;0,58
020307.png;True;154;0,76;505,45;0,58
020308.png;True;154;0,76;502,68;0,58
