Filename;Hidden Content Present;Estimated Size of Hidden Content (Bytes);Speed Hidden Content Present (ms);Speed Size Estimation (ms);Speed Recovering Hidden Content (ms)
021068.png;True;155;0,76;504,99;0,59
021069.png;True;155;0,76;503,8;0,58
021070.png;True;223;0,76;504,6;0,81
021072.png;True;154;0,76;504,45;0,58
021073.png;True;229;0,83;505,54;0,9
021074.png;True;236;0,76;518,22;0,93
021075.png;True;150;0,82;511,47;0,56
021076.png;True;154;0,78;504,25;0,57
021077.png;True;134;0,76;505,53;0,5
021078.png;True;439;0,76;506,09;1,6
021079.png;True;230;0,76;504,32;0,85
021080.png;True;228;0,76;504,68;0,85
021081.png;True;520;0,76;505,37;1,95
021082.png;True;146;0,79;505,27;0,56
021083.png;True;154;0,78;504,99;0,59
021084.png;True;230;0,78;504,67;0,87
021085.png;True;169;0,78;505,5;0,64
021086.png;True;262;0,79;504,04;0,98
021087.png;True;155;0,78;504,38;0,6
021090.png;True;133;0,78;505,74;0,51
021091.png;True;581;0,79;504,41;2,16
021092.png;True;142;0,78;505,77;0,56
021093.png;True;154;0,78;505,95;0,58
021094.png;True;120;0,78;504,98;0,46
021095.png;True;239;0,76;505,31;0,88
021096.png;True;158;0,77;506,86;0,58
021098.png;True;154;0,77;504,73;0,57
021099.png;True;154;0,78;505,16;0,58
021100.png;True;134;0,76;505,32;0,5
021101.png;True;153;0,76;504,42;0,57
021102.png;True;132;0,77;506,62;0,49
021103.png;True;156;0,76;501,05;0,57
021105.png;True;165;0,76;504,73;0,62
021106.png;True;738;0,76;502,17;2,68
021107.png;True;155;0,76;506,13;0,58
021108.png;True;157;0,76;505;0,58
021109.png;True;145;0,77;504;0,54
021110.png;True;230;0,76;506,57;0,84
021111.png;True;120;0,75;503,44;0,45
021112.png;True;155;0,76;503,48;0,58
021113.png;True;121;0,76;501,26;0,46
021114.png;True;230;0,76;503,41;0,85
021115.png;True;154;0,76;503,27;0,58
021116.png;True;157;0,76;505,98;0,59
021117.png;True;223;0,76;504,36;0,84
021118.png;True;664;0,75;503,19;2,42
021119.png;True;153;0,76;505,87;0,56
021120.png;True;153;0,76;508,32;0,58
021121.png;True;155;0,76;504,26;0,59
021124.png;True;154;0,76;505,85;0,57
021125.png;True;157;0,8;505,49;0,6
021126.png;True;142;0,76;504,93;0,61
021127.png;True;155;0,76;505,42;0,58
021128.png;True;154;0,76;504,22;0,57
021129.png;True;154;0,76;501,68;0,59
021130.png;True;670;0,78;498,61;2,46
021131.png;True;154;0,77;505,16;0,58
021132.png;True;120;0,76;505,02;0,46
021133.png;True;2306;0,76;504,16;8,3
021134.png;True;500;1,73;501,85;1,92
021135.png;True;193;0,78;506,39;0,73
021136.png;True;157;0,76;506,12;0,6
021137.png;True;154;0,76;505,75;0,57
021138.png;True;157;0,76;505,06;0,6
021139.png;True;157;0,77;504,53;0,6
021140.png;True;154;0,78;505,74;0,58
021141.png;True;154;0,76;504,06;0,59
021142.png;True;223;0,82;504,4;0,85
021143.png;True;123;0,78;505,57;0,48
021144.png;True;155;0,77;505,59;0,59
021145.png;True;95;0,77;505,06;0,37
021147.png;True;193;0,77;503,26;0,73
021148.png;True;153;0,78;506,17;0,59
021149.png;True;416;0,78;508,73;1,57
021151.png;True;155;0,77;502,49;0,6
021152.png;True;692;0,78;502,67;2,57
021153.png;True;82;0,76;503,51;0,31
021154.png;True;157;0,76;504,73;0,6
021155.png;True;124;0,77;504,9;0,47
021157.png;True;392;0,81;505,99;1,44
021158.png;True;154;0,76;500,64;0,57
021160.png;True;147;0,77;505,6;0,54
021161.png;True;154;0,76;504,45;0,57
021163.png;True;228;0,75;505,36;0,84
021164.png;True;225;0,76;510,41;0,84
021165.png;True;444;0,76;502,58;1,61
021166.png;True;154;0,77;503,32;0,57
021167.png;True;154;0,76;502,5;0,57
021168.png;True;116;0,77;504,42;0,44
021169.png;True;337;0,76;503,97;1,24
021170.png;True;155;0,76;503,87;0,58
021171.png;True;121;0,77;507,38;0,45
021173.png;True;234;0,76;504,59;0,86
021174.png;True;160;0,76;504,7;0,6
021175.png;True;155;0,74;499,49;0,58
021176.png;True;506;0,75;504,39;1,92
021178.png;True;154;0,77;503,86;0,58
021179.png;True;224;0,76;510,67;0,83
021180.png;True;500;0,76;501,01;1,85
021181.png;True;447;0,84;503,82;1,64
021182.png;True;154;0,77;503,76;0,57
021183.png;True;342;0,76;503;1,25
021185.png;True;222;0,77;504,22;0,82
021186.png;True;154;0,76;511,54;0,58
021187.png;True;154;0,76;503,92;0,58
021188.png;True;157;0,76;504,67;0,61
021190.png;True;154;0,75;501,04;0,57
021192.png;True;154;0,76;509,1;0,58
021193.png;True;237;0,76;499,8;0,87
021194.png;True;469;0,76;502,66;1,69
021195.png;True;154;0,95;503,91;0,58
021196.png;True;154;0,76;497,96;0,57
021197.png;True;154;0,76;498,55;0,59
021198.png;True;153;0,77;506,14;0,6
021199.png;True;221;0,77;503,42;0,81
021200.png;True;128;0,76;503,38;0,49
021201.png;True;666;0,76;503,31;2,42
021202.png;True;118;1,1;505,15;0,46
021203.png;True;155;0,76;505,82;0,6
021204.png;True;444;0,76;504,78;1,64
021205.png;True;226;0,76;506,17;0,86
021206.png;True;207;0,78;506,81;0,77
021207.png;True;525;0,76;501,62;1,93
021208.png;True;134;0,76;503,75;0,5
021209.png;True;237;0,79;534,28;0,92
021211.png;True;155;0,77;500,84;0,6
021212.png;True;337;0,78;503,68;1,3
021213.png;True;154;0,78;503,32;0,58
021214.png;True;145;0,78;503,11;0,57
021215.png;True;157;0,78;507,64;0,59
021216.png;True;234;0,78;506,01;0,88
021217.png;True;154;0,77;504,42;0,6
021218.png;True;155;0,78;503,47;0,59
021219.png;True;154;0,78;506,04;0,6
021220.png;True;154;0,77;507,87;0,58
021221.png;True;228;0,77;503,39;0,84
021222.png;True;224;0,77;507,99;0,85
021223.png;True;154;0,76;504,92;0,58
021224.png;True;236;0,76;503,63;0,86
021226.png;True;140;0,76;505,28;0,52
021227.png;True;145;0,76;503,87;0,54
021229.png;True;440;0,76;504,78;1,62
021230.png;True;443;0,76;509,44;1,63
021232.png;True;154;0,75;513,26;0,57
021233.png;True;223;0,76;503,69;0,83
021234.png;True;155;0,79;503,29;0,57
021235.png;True;446;0,76;505,26;1,7
021236.png;True;119;0,76;505,55;0,45
021237.png;True;445;0,76;507,82;1,63
021238.png;True;144;0,76;505,54;0,54
021242.png;True;686;0,75;503,93;2,54
021243.png;True;155;0,76;505,28;0,57
021244.png;True;333;0,77;509,43;1,24
021247.png;True;155;0,76;507,46;0,75
021248.png;True;320;0,76;503,3;1,17
021249.png;True;158;0,76;504,83;0,59
021250.png;True;554;0,78;505,4;2,01
021251.png;True;154;0,84;504,52;0,57
021252.png;True;230;0,76;501,99;0,95
021253.png;True;134;0,76;503,98;0,5
021254.png;True;154;0,76;504,47;0,57
021255.png;True;154;1,05;504,61;0,58
021256.png;True;141;0,76;504,72;0,53
021257.png;True;679;0,76;498,63;2,61
021258.png;True;150;0,76;502,85;0,56
021259.png;True;230;0,77;508,44;0,86
021260.png;True;230;0,78;512,29;0,91
021261.png;True;142;0,76;503,44;0,62
021264.png;True;155;0,78;508,25;0,6
021265.png;True;691;0,86;504,07;2,59
021266.png;True;230;0,77;504,74;0,86
021267.png;True;503;0,78;505,16;1,87
021268.png;True;156;0,77;508,94;0,59
021269.png;True;158;0,77;501,69;0,6
021270.png;True;236;0,77;508;0,89
021272.png;True;153;0,79;506,39;0,59
021273.png;True;126;0,78;502,77;0,48
021275.png;True;153;0,85;504,5;0,59
021276.png;True;230;0,78;505,83;0,88
021277.png;True;155;0,77;509,61;0,61
021278.png;True;228;0,94;507,66;0,86
021279.png;True;149;0,78;505,89;0,59
021280.png;True;500;0,79;502,55;1,83
021281.png;True;154;0,8;502,78;0,62
021282.png;True;175;0,78;504,55;0,66
021283.png;True;443;0,77;504,61;1,66
021284.png;True;111;0,78;506,22;0,41
021286.png;True;154;0,76;503,79;0,57
021287.png;True;154;0,77;504,12;0,57
021288.png;True;154;0,76;506,24;0,57
021289.png;True;500;0,76;505,21;1,81
021290.png;True;154;0,76;504,9;0,58
021292.png;True;155;0,76;505,13;0,57
021293.png;True;229;0,75;503,73;0,86
021295.png;True;447;0,76;502,9;1,64
021296.png;True;154;0,76;502,69;0,75
021297.png;True;155;0,76;508,48;0,58
021298.png;True;132;0,89;503,92;0,49
021299.png;True;158;0,76;503,26;0,58
021300.png;True;154;0,85;502,91;0,58
021301.png;True;154;0,76;508,52;0,58
021303.png;True;123;0,76;507,6;0,46
021304.png;True;154;0,76;505,47;0,58
021305.png;True;154;0,76;507,38;0,59
021306.png;True;154;0,76;502,83;0,57
021307.png;True;121;0,76;502,81;0,45
021308.png;True;154;0,8;503,4;0,57
021309.png;True;262;0,76;504,44;1,03
021310.png;True;136;0,76;504,66;0,51
021311.png;True;121;0,76;505,58;0,45
021312.png;True;221;0,76;506,96;0,82
021313.png;True;154;0,76;502,41;0,57
021314.png;True;236;0,76;501,53;0,86
021315.png;True;128;0,75;503,42;0,48
021316.png;True;155;0,76;503,75;0,57
021317.png;True;111;0,77;507,71;0,42
021318.png;True;230;0,76;503,46;0,85
021319.png;True;142;0,76;511,42;0,53
021320.png;True;236;0,76;503,24;0,88
021321.png;True;330;0,76;511,16;1,22
021322.png;True;155;0,77;499,15;0,6
021323.png;True;125;0,77;509,03;0,46
021324.png;True;445;0,76;506,68;1,87
021325.png;True;154;0,82;506,4;0,58
021326.png;True;155;0,76;507,5;0,59
021327.png;True;118;0,76;505,37;0,44
021328.png;True;446;0,76;503,73;1,67
021329.png;True;499;0,78;502,44;1,86
021330.png;True;443;0,76;502,28;1,62
021331.png;True;155;0,76;504,14;0,57
021333.png;True;154;0,76;504,22;0,58
021334.png;True;228;0,84;507,9;0,87
021335.png;True;223;0,78;505,86;0,84
021336.png;True;154;0,77;506,42;0,58
021337.png;True;445;0,77;502,6;1,67
021338.png;True;154;0,78;503,63;0,58
021339.png;True;444;0,77;505,15;1,67
021340.png;True;136;0,77;503,38;0,57
021341.png;True;129;0,78;503,64;0,5
021342.png;True;223;0,79;503,48;0,85
021343.png;True;154;0,77;505,38;0,58
021344.png;True;711;0,78;502,61;2,66
021346.png;True;154;0,77;524,08;0,57
021347.png;True;407;0,77;504,99;1,5
021349.png;True;446;0,76;506,76;1,61
021350.png;True;231;0,76;506,42;0,85
021351.png;True;146;0,76;503,51;0,54
021352.png;True;155;0,76;503,99;0,57
021354.png;True;155;0,75;503,67;0,58
021355.png;True;236;0,76;504,68;0,88
021356.png;True;228;0,76;504,57;0,83
021357.png;True;154;0,76;503,94;0,57
021358.png;True;236;0,76;508,14;0,87
021359.png;True;154;0,76;504,33;0,58
021360.png;True;433;0,76;504,95;1,58
021361.png;True;154;0,76;504,36;0,57
021362.png;True;154;0,84;503,82;0,57
021363.png;True;204;0,75;503,32;0,75
021364.png;True;154;0,76;504,02;0,57
021366.png;True;227;0,76;506,59;0,84
021367.png;True;154;1,44;509,15;0,57
021368.png;True;154;0,8;506,33;0,57
021369.png;True;674;0,75;503,54;2,73
021370.png;True;154;0,76;503,7;0,57
021371.png;True;155;0,76;505,82;0,58
021372.png;True;229;0,76;505;0,85
021373.png;True;121;0,84;502,22;0,45
021374.png;True;154;0,76;506,5;0,57
021375.png;True;233;0,75;502,55;0,85
021376.png;True;123;0,75;502,64;0,46
021377.png;True;154;0,76;504,81;0,58
021378.png;True;525;0,76;497,92;1,92
021380.png;True;154;0,76;498,99;0,57
021381.png;True;154;0,77;506,01;0,6
021383.png;True;148;0,76;503,89;0,56
021384.png;True;154;0,78;504,93;0,59
021385.png;True;154;0,78;503,32;0,59
021386.png;True;154;0,82;504,32;0,62
021387.png;True;154;0,77;503,24;0,58
021388.png;True;236;0,77;505,09;0,88
021389.png;True;155;0,76;506,68;0,71
021390.png;True;160;0,77;503,56;0,61
021392.png;True;686;0,78;503,52;2,48
021393.png;True;444;0,76;504,72;1,62
021394.png;True;134;0,77;504,01;0,5
021395.png;True;154;0,76;503,87;0,57
021397.png;True;153;0,76;511,58;0,57
021398.png;True;224;0,77;506,49;0,85
021399.png;True;155;0,78;503,43;0,6
021400.png;True;88;0,78;505,49;0,34
021401.png;True;155;0,77;507,24;0,59
021402.png;True;155;0,78;509,27;0,59
021403.png;True;155;0,78;507,68;0,59
021404.png;True;230;0,79;504,54;0,86
021405.png;True;153;0,78;502,7;0,59
021406.png;True;155;0,78;504,13;0,59
021407.png;True;155;0,78;502,56;0,57
021408.png;True;518;0,98;503,44;1,9
021409.png;True;152;0,76;503,56;0,57
021410.png;True;443;0,76;498,85;1,6
021412.png;True;155;0,76;502,64;0,57
021413.png;True;154;0,76;504,66;0,58
021414.png;True;144;0,77;506,77;0,58
021415.png;True;157;0,76;507,04;0,59
021416.png;True;186;0,76;504,41;0,69
021417.png;True;228;0,76;502,66;0,84
021418.png;True;158;0,77;503,42;0,59
021419.png;True;236;0,76;504,37;0,86
021420.png;True;154;0,76;504,45;0,57
021422.png;True;154;0,76;503,58;0,57
021423.png;True;154;0,75;500,02;0,6
021424.png;True;325;0,77;510;1,2
021425.png;True;154;0,76;502,8;0,57
021427.png;True;883;0,84;505,45;3,27
021428.png;True;513;0,76;503,25;1,87
021429.png;True;155;0,76;505,86;0,58
021430.png;True;974;0,76;503,11;3,55
021431.png;True;157;0,76;505,42;0,59
021432.png;True;237;0,75;504,89;0,98
021433.png;True;2299;0,76;499,96;8,29
021434.png;True;445;0,77;506,2;1,63
021435.png;True;228;0,76;507,82;0,86
021436.png;True;446;0,77;504,05;1,7
021437.png;True;228;0,77;505,75;0,84
021438.png;True;228;0,77;504,59;0,84
021439.png;True;154;0,76;503,81;0,57
021440.png;True;155;0,76;505,94;0,58
021442.png;True;155;0,76;502,49;0,58
021443.png;True;444;0,83;505,55;1,62
021444.png;True;233;0,76;498,62;0,88
021445.png;True;231;0,87;497,49;0,85
021446.png;True;154;0,77;505,08;0,59
021447.png;True;124;0,78;504,4;0,48
021448.png;True;445;0,78;506,2;1,66
021449.png;True;154;0,78;509,97;0,6
021450.png;True;155;0,77;503,34;0,59
021452.png;True;122;0,77;503,28;0,47
021453.png;True;154;0,76;503,64;0,58
021455.png;True;155;0,77;503,56;0,59
021456.png;True;154;0,78;506,57;0,57
021457.png;True;146;0,76;502,67;0,55
021458.png;True;155;0,78;505,08;0,59
021459.png;True;671;0,79;505,86;2,55
021460.png;True;230;0,77;509,46;0,88
021461.png;True;157;0,78;505,59;0,6
021462.png;True;231;0,78;502,7;0,89
021463.png;True;135;0,84;502,78;0,52
021464.png;True;591;0,78;504,17;2,18
021465.png;True;984;0,78;505,03;3,75
021466.png;True;158;0,77;506,12;0,6
021467.png;True;154;0,77;502,59;0,59
021469.png;True;154;0,79;504,65;0,59
021471.png;True;154;0,77;503,55;0,58
021472.png;True;153;0,77;502,96;0,56
021473.png;True;858;0,76;505,74;3,18
021474.png;True;157;0,76;504,24;0,58
021476.png;True;696;0,77;504,21;2,54
021477.png;True;135;0,76;512,41;0,5
021478.png;True;154;0,76;504,05;0,57
021479.png;True;154;0,8;507,59;0,57
021480.png;True;230;0,75;527,62;0,88
021481.png;True;154;0,77;503,11;0,57
021482.png;True;154;0,76;506,1;0,57
021483.png;True;154;0,76;509,11;0,57
021485.png;True;120;0,76;505,67;0,45
021486.png;True;154;0,76;502,97;0,57
021487.png;True;135;0,83;506,15;0,5
021488.png;True;154;0,77;501,83;0,57
021489.png;True;154;0,76;505,58;0,59
021490.png;True;565;0,76;502,29;2,05
021491.png;True;150;0,76;507,45;0,56
021492.png;True;157;0,76;503,05;0,59
021493.png;True;228;0,76;503,96;0,84
021494.png;True;447;0,76;505,42;1,63
021495.png;True;148;0,76;506,38;0,56
021496.png;True;165;0,77;503,34;0,61
021497.png;True;454;0,76;508,81;1,66
021498.png;True;154;0,76;504,63;0,57
021499.png;True;500;0,75;502,84;1,83
021500.png;True;158;0,76;503,84;0,59
021501.png;True;154;0,76;505,34;0,57
021503.png;True;154;0,77;498,15;0,58
021505.png;True;502;0,75;503,62;1,88
021507.png;True;162;0,76;504,99;0,63
021508.png;True;419;0,79;505;1,53
021509.png;True;154;0,76;508,65;0,68
021510.png;True;228;0,91;501,79;0,84
021511.png;True;116;0,77;510,69;0,45
021512.png;True;228;0,76;501,6;0,85
021513.png;True;383;0,77;501,89;1,39
021514.png;True;435;0,76;504,35;1,59
021515.png;True;154;0,76;505,14;0,58
021516.png;True;266;0,77;506,43;0,98
021517.png;True;583;0,77;505,87;2,17
021520.png;True;154;0,78;502,85;0,59
021521.png;True;88;0,78;501,49;0,33
021522.png;True;121;0,91;503,52;0,47
021523.png;True;154;0,77;505,69;0,58
021524.png;True;230;0,77;505,29;0,84
021525.png;True;122;0,75;504,47;0,47
021526.png;True;154;0,78;507,23;0,58
021527.png;True;154;0,77;509,62;0,59
021528.png;True;157;0,77;504,34;0,6
021529.png;True;155;0,77;501,95;0,57
021530.png;True;162;0,76;501,82;0,6
021531.png;True;237;0,76;501,96;0,87
021533.png;True;154;0,76;504,91;0,58
021534.png;True;154;0,82;505,17;0,57
021535.png;True;184;0,78;505,74;0,68
021536.png;True;517;0,76;499,44;1,88
021537.png;True;235;0,76;503,61;0,86
021538.png;True;687;0,77;505,07;2,51
021539.png;True;444;0,76;505,89;1,61
021540.png;True;154;0,76;502,52;0,57
021541.png;True;234;0,75;502,38;0,88
021542.png;True;154;0,76;503,36;0,58
021543.png;True;444;0,76;502,09;1,89
021545.png;True;157;0,76;507,53;0,58
021546.png;True;135;0,76;504,23;0,5
021547.png;True;126;0,76;506,06;0,54
021549.png;True;230;0,76;503,02;0,86
021550.png;True;154;0,75;504,43;0,6
021551.png;True;157;0,76;511,62;0,69
021552.png;True;148;0,77;505,02;0,55
021553.png;True;135;0,77;504,5;0,51
021554.png;True;224;0,76;502,13;0,81
021555.png;True;582;0,76;501,58;2,15
021556.png;True;157;0,76;506,18;0,58
021557.png;True;157;0,76;499,83;0,58
021558.png;True;691;0,76;502,44;2,5
021559.png;True;154;0,75;502,88;0,56
021560.png;True;444;0,76;500,67;1,63
021561.png;True;154;0,76;502,35;0,57
021563.png;True;234;0,75;503,44;0,87
021565.png;True;140;0,76;502,2;0,53
021566.png;True;472;0,76;504,16;1,72
021567.png;True;124;0,76;503,67;0,46
021568.png;True;155;0,75;502,22;0,58
021569.png;True;154;0,76;503,27;0,57
021570.png;True;122;0,76;501,41;0,46
021571.png;True;120;0,76;504,82;0,46
021572.png;True;167;0,76;514,44;0,62
021573.png;True;138;0,76;500,74;0,51
021575.png;True;229;0,76;500,76;0,85
021576.png;True;155;0,76;509,91;0,59
021577.png;True;154;0,77;510,69;3,67
021578.png;True;325;0,82;504,64;1,22
021579.png;True;525;0,86;505,81;1,91
021581.png;True;500;0,77;502,42;1,89
021584.png;True;227;0,76;503,7;0,86
021586.png;True;444;0,77;507,23;1,7
021587.png;True;157;0,77;502,48;0,58
021588.png;True;237;0,76;502,6;0,87
021589.png;True;236;0,76;506,01;0,89
021590.png;True;154;0,78;505,02;0,59
021591.png;True;157;0,81;504,8;0,63
021592.png;True;95;0,78;501,5;0,36
021594.png;True;154;0,76;506,51;1,43
021595.png;True;446;0,77;504;1,64
021596.png;True;159;0,76;503,67;0,61
021597.png;True;419;0,77;503,54;1,58
021598.png;True;229;0,77;504,01;0,86
021600.png;True;686;0,77;502,32;2,6
021601.png;True;235;0,78;504;0,89
021602.png;True;2306;0,78;501,42;8,34
021603.png;True;236;0,76;503,98;0,87
021604.png;True;157;0,76;503,93;0,58
021605.png;True;531;0,76;505,1;1,93
021606.png;True;135;0,76;507,48;0,51
021607.png;True;130;0,76;508,06;0,48
021608.png;True;154;0,76;506,71;0,58
021609.png;True;230;0,76;506,88;0,85
021610.png;True;157;0,84;507,98;0,58
021611.png;True;148;0,76;507,36;0,55
021612.png;True;235;0,76;505,61;0,87
021613.png;True;154;0,76;504,26;0,57
021614.png;True;154;0,76;504,45;0,61
021615.png;True;154;0,76;504,38;0,57
021616.png;True;155;0,78;527,26;0,62
021617.png;True;161;0,8;508,27;0,62
021618.png;True;154;0,77;510,02;0,57
021619.png;True;224;0,76;503,41;0,83
021620.png;True;79;0,76;504,2;0,3
021621.png;True;125;0,76;504,91;0,49
021622.png;True;153;0,83;509,88;0,57
021623.png;True;153;0,76;503,38;0,58
021624.png;True;121;0,76;505,77;0,45
021625.png;True;221;0,76;505,82;0,83
021627.png;True;155;0,76;504,66;0,58
021628.png;True;500;0,77;501,81;1,87
021630.png;True;230;0,76;502,33;0,85
021631.png;True;662;0,9;504,52;2,44
021632.png;True;156;0,77;501,34;0,58
021633.png;True;446;0,76;497,37;1,72
021634.png;True;143;0,75;503,48;0,55
021635.png;True;225;0,78;505,81;1,36
021636.png;True;236;0,76;515,92;1,01
021637.png;True;446;0,8;506,29;1,65
021638.png;True;154;0,76;507,36;0,59
021639.png;True;444;0,78;517,39;1,71
021640.png;True;401;0,77;506,85;1,47
021641.png;True;230;0,76;504,71;0,85
021643.png;True;501;0,75;502,13;1,88
021644.png;True;154;0,77;507,43;0,59
021645.png;True;154;0,78;506,29;0,59
021646.png;True;368;0,77;506,48;1,41
021647.png;True;157;0,77;503,48;0,59
021648.png;True;234;0,78;503,95;0,89
021649.png;True;154;0,78;510,38;0,59
021650.png;True;154;0,78;503,91;0,6
021651.png;True;157;0,82;506,17;0,6
021652.png;True;154;0,78;507,32;0,59
021654.png;True;154;0,78;504,08;0,58
021655.png;True;95;0,77;505,23;0,36
021656.png;True;158;0,76;503,7;0,59
021657.png;True;500;0,77;505,09;1,84
021658.png;True;136;0,76;506,62;0,51
021659.png;True;692;0,76;504,58;2,51
021660.png;True;145;0,8;504,02;0,55
021662.png;True;154;0,77;508,24;0,58
021663.png;True;158;0,76;507,03;0,58
021664.png;True;135;0,83;502,54;0,51
021665.png;True;155;0,76;503,81;0,57
021666.png;True;81;0,77;507,61;0,31
021667.png;True;439;0,77;508,76;1,61
021668.png;True;223;0,76;505,8;0,82
021669.png;True;118;0,76;505,22;0,44
021670.png;True;157;0,75;509,19;0,58
021671.png;True;154;0,76;507,19;0,58
021672.png;True;165;0,76;507,63;0,61
021673.png;True;405;0,79;504,63;1,49
021674.png;True;336;0,76;504,59;1,27
021676.png;True;154;0,76;505,16;0,58
021677.png;True;157;0,76;507,88;0,58
021678.png;True;157;0,76;505,38;0,66
021679.png;True;154;0,76;503,36;0,59
021680.png;True;158;0,77;508,08;0,59
021681.png;True;158;0,76;503,92;0,59
021682.png;True;234;0,76;505,25;0,85
021683.png;True;154;0,76;506,09;0,76
021684.png;True;228;0,77;505,16;0,84
021686.png;True;154;0,75;504,97;0,58
021687.png;True;154;0,75;500,89;0,58
021688.png;True;154;0,76;503,75;0,71
021689.png;True;154;0,76;500,21;0,58
021690.png;True;234;0,75;498,85;0,87
021691.png;True;138;0,76;503,31;0,78
021692.png;True;121;0,77;505,87;0,45
021693.png;True;154;0,76;507,34;0,58
021694.png;True;148;0,76;504,01;0,62
021695.png;True;154;1,49;504,95;0,6
021696.png;True;128;0,76;504,33;0,48
021697.png;True;154;0,76;503,35;0,58
021698.png;True;135;0,77;506,01;0,51
021699.png;True;155;0,75;503,43;0,58
021700.png;True;230;0,76;505,35;0,85
021701.png;True;154;0,78;501,25;0,6
021702.png;True;502;0,78;502,58;1,86
021703.png;True;520;0,77;502,21;1,96
021704.png;True;148;0,78;505,85;0,57
021705.png;True;155;0,8;505,09;0,64
021707.png;True;154;0,77;505,11;0,58
021708.png;True;154;0,77;505,19;0,6
021709.png;True;230;0,79;504,34;0,87
021710.png;True;443;0,78;507,57;1,68
021711.png;True;153;0,78;505,09;0,58
021712.png;True;670;0,78;503,28;2,47
021713.png;True;154;0,78;504,78;0,57
021714.png;True;223;0,76;504,43;0,81
021715.png;True;230;0,83;505,84;0,86
021716.png;True;155;0,75;508,87;0,59
021717.png;True;229;0,76;505,75;0,84
021719.png;True;150;0,76;503,67;0,56
021720.png;True;147;0,77;503,55;0,54
021722.png;True;157;0,76;502,55;0,58
021723.png;True;160;0,77;503,31;0,59
021725.png;True;154;0,76;507,16;0,58
021726.png;True;368;0,76;502,66;1,34
021727.png;True;138;0,76;501,97;0,52
021728.png;True;154;0,77;506,65;0,77
021729.png;True;121;0,77;507,08;0,45
021730.png;True;445;0,76;505,61;1,63
021731.png;True;154;0,76;502,9;0,57
021732.png;True;132;0,76;502,67;0,49
021733.png;True;140;0,76;504,15;0,52
021734.png;True;236;0,87;502,24;0,89
021735.png;True;140;0,77;505,45;0,52
021736.png;True;154;0,79;504,06;0,57
021737.png;True;157;0,76;502,32;0,6
021738.png;True;154;0,76;504,23;0,57
021739.png;True;154;0,76;508,2;0,58
021740.png;True;154;0,76;502,39;0,57
021741.png;True;446;0,76;504,54;1,88
021743.png;True;157;0,76;502,96;0,58
021744.png;True;158;0,78;503,93;0,6
021745.png;True;131;0,76;503,87;0,5
021746.png;True;154;0,76;524,29;1,02
021747.png;True;154;0,82;517,15;0,57
021748.png;True;158;0,8;504,82;0,6
021749.png;True;115;0,77;502,95;0,43
021750.png;True;158;0,76;505,15;0,59
021751.png;True;675;0,76;499,03;2,44
021752.png;True;161;0,77;500,57;0,6
021753.png;True;234;0,76;503,37;0,87
021754.png;True;154;0,78;505,44;0,57
021755.png;True;125;0,77;505,38;0,47
021756.png;True;160;0,76;502,67;1,38
021757.png;True;145;0,92;504,44;0,55
021758.png;True;154;0,77;505,69;0,58
021759.png;True;155;0,76;504,38;0,58
021760.png;True;445;0,78;506,61;1,62
021761.png;True;228;0,78;504,1;0,87
021762.png;True;154;0,78;504,72;0,59
021763.png;True;154;0,77;502,96;0,59
021764.png;True;154;0,78;508,96;0,61
021765.png;True;233;0,79;508,57;0,88
021766.png;True;582;0,78;505,15;2,17
021767.png;True;152;0,77;505,56;0,74
021768.png;True;154;0,79;504,04;0,58
021769.png;True;154;0,78;503,53;0,6
021770.png;True;2246;0,8;502,02;8,33
021771.png;True;2232;0,79;502,04;8,02
021772.png;True;2544;0,76;506,74;9,3
021773.png;True;2232;0,76;506,15;8,25
021774.png;True;2322;0,76;502,58;8,49
021775.png;True;2232;0,77;502,56;8,16
021777.png;True;2335;0,77;500,64;8,46
021779.png;True;118;0,76;503,48;0,45
021780.png;True;142;0,76;502,2;0,53
021781.png;True;2232;0,75;501,59;7,99
021782.png;True;2322;0,79;502,42;8,4
021783.png;True;2244;0,77;500,54;8,09
021785.png;True;2232;0,77;502,88;8,08
021786.png;True;2245;0,76;501,55;8,18
021787.png;True;2277;0,75;501,06;8,22
021788.png;True;2232;0,76;503,1;8,19
021790.png;True;2334;0,78;505,44;8,82
021791.png;True;2232;0,77;503,66;8,07
021794.png;True;2446;0,76;500,4;8,97
021795.png;True;154;0,76;505,37;0,58
021796.png;True;2551;0,75;500,45;9,33
021797.png;True;2187;0,76;501,18;7,99
021798.png;True;2232;0,81;500,9;8,12
021799.png;True;2447;0,76;501,08;9,36
021802.png;True;2232;0,77;501,67;8,16
021804.png;True;2447;0,76;498,89;8,89
021805.png;True;2447;0,76;502,79;10,36
021806.png;True;2232;0,81;500,55;8,2
021807.png;True;2232;0,77;503,25;8,13
021808.png;True;2334;0,77;502,37;8,51
021809.png;True;158;0,78;508,68;0,6
021810.png;True;2232;0,78;503,29;8,33
021812.png;True;2232;0,79;507,43;8,34
021813.png;True;2277;0,79;509,28;8,41
021814.png;True;2572;0,77;501,08;9,56
021815.png;True;2332;0,78;502,98;8,65
021817.png;True;2247;0,76;502,81;8,24
021818.png;True;2637;0,75;502,17;9,71
021819.png;True;2337;0,76;499,7;8,56
021820.png;True;2322;0,76;504,46;8,36
021822.png;True;2232;0,75;501,57;8,19
