Filename;Hidden Content Present;Estimated Size of Hidden Content (Bytes);Speed Hidden Content Present (ms);Speed Size Estimation (ms);Speed Recovering Hidden Content (ms)
047403.png;True;169;0,79;8078,7;0,64
047405.png;True;262;0,9;8083,67;1,04
047406.png;True;155;0,83;8086,57;0,6
047407.png;True;133;0,81;8087,33;0,51
047409.png;True;581;0,82;8103,5;2,18
047410.png;True;142;0,81;8073,88;0,56
047411.png;True;154;0,8;8062,56;0,59
047412.png;True;120;0,93;8118,02;0,47
047414.png;True;239;0,79;8040,25;0,89
047415.png;True;158;0,79;8105,93;0,59
047416.png;True;154;0,8;8051,81;0,6
047417.png;True;154;0,8;8095,39;0,59
047418.png;True;134;0,79;8033,37;0,52
047419.png;True;154;0,8;8075,79;0,6
047420.png;True;131;0,8;8063,66;0,51
047421.png;True;157;0,8;8056,12;0,61
047422.png;True;165;0,79;8118,42;0,62
047423.png;True;738;0,79;8077,01;2,72
047424.png;True;155;0,8;8068,58;0,59
047425.png;True;157;0,79;8059,89;0,6
047427.png;True;148;0,8;8056,25;0,57
047428.png;True;231;0,81;8130,26;0,86
047429.png;True;120;0,79;8035,03;0,46
047430.png;True;155;0,79;8082,26;0,58
047431.png;True;121;0,79;8107,79;0,46
047433.png;True;230;0,79;7997,43;0,85
047435.png;True;154;0,79;8056,4;0,59
047436.png;True;157;0,84;8057,8;0,59
047439.png;True;223;0,79;8086,41;0,84
047440.png;True;664;0,8;8050,35;2,46
047441.png;True;154;0,79;8074,39;0,6
047442.png;True;153;0,79;8128,24;0,58
047443.png;True;155;0,8;8087,73;0,58
047444.png;True;154;0,79;8068,56;0,6
047445.png;True;157;0,79;8091,99;0,61
047446.png;True;142;0,8;8087,5;0,55
047447.png;True;155;0,8;8128,94;0,6
047448.png;True;154;0,79;8077,66;0,6
047449.png;True;154;0,79;8115,15;0,59
047450.png;True;670;0,8;8127,47;2,5
047451.png;True;154;0,8;8055,04;0,59
047452.png;True;120;0,81;8082,13;0,47
047454.png;True;2306;0,79;8094,26;8,42
047455.png;True;500;0,8;8050,63;1,85
047456.png;True;194;0,79;8053,47;0,74
047457.png;True;156;0,9;8100,0;0,6
047459.png;True;154;0,8;8144,12;0,58
047460.png;True;156;0,79;8068,41;0,59
047461.png;True;157;0,79;8068,36;0,6
047463.png;True;154;0,8;8078,47;0,59
047464.png;True;154;0,79;8076,01;0,59
047465.png;True;223;0,79;8101,4;0,84
047467.png;True;123;0,79;8082,88;0,48
047468.png;True;155;0,8;8116,42;0,61
047469.png;True;95;0,8;8069,15;0,36
047470.png;True;194;0,81;8074,9;0,73
047472.png;True;155;0,81;8096,99;0,6
047473.png;True;416;0,92;8053,28;1,6
047474.png;True;155;0,8;8077,46;0,59
047475.png;True;692;0,79;8069,32;2,63
047476.png;True;82;0,8;8117,03;0,31
047478.png;True;157;0,8;8116,69;0,59
047479.png;True;124;0,83;8117,7;0,48
047480.png;True;393;0,81;8082,45;1,5
047481.png;True;154;0,83;8055,67;0,58
047482.png;True;147;0,79;8117,68;0,56
047483.png;True;154;0,8;8101,71;0,6
047484.png;True;228;0,8;8100,38;0,9
047485.png;True;225;0,8;8121,59;0,87
047486.png;True;444;0,79;8105,91;1,66
047487.png;True;154;0,79;8087,26;0,59
047488.png;True;154;0,82;8051,62;0,61
047489.png;True;116;0,8;8080,3;0,45
047490.png;True;336;0,82;8181,74;1,75
047492.png;True;155;0,84;8106,33;0,66
047493.png;True;122;0,79;8061,16;0,47
047494.png;True;233;0,8;8143,6;0,88
047495.png;True;160;0,8;8093,81;0,62
047496.png;True;155;0,8;8069,63;0,6
047497.png;True;506;0,81;8090,08;1,9
047498.png;True;154;0,79;8107,36;0,59
047499.png;True;224;0,88;8107,44;0,84
047500.png;True;500;0,81;8047,0;1,91
047501.png;True;447;0,94;8105,35;1,65
047502.png;True;154;0,79;8096,01;0,6
047503.png;True;342;0,8;8060,48;1,31
047504.png;True;222;0,79;8115,93;0,83
047505.png;True;154;0,79;8095,17;0,61
047506.png;True;154;0,79;8001,64;0,58
047507.png;True;157;0,83;8090,49;0,6
047508.png;True;154;0,81;8095,51;0,62
047509.png;True;153;0,84;8071,85;0,58
047510.png;True;237;0,79;8057,41;0,9
047511.png;True;469;0,8;8106,83;1,8
047512.png;True;153;0,81;8093,3;0,93
047513.png;True;154;0,82;8083,91;0,58
047514.png;True;154;0,79;8075,29;0,59
047515.png;True;154;0,79;8074,97;0,59
047516.png;True;221;0,8;8094,98;0,85
047517.png;True;128;0,79;8080,07;0,5
047518.png;True;666;0,8;8080,7;2,57
047519.png;True;117;0,79;8096,75;0,46
047520.png;True;154;0,8;8100,75;0,59
047521.png;True;444;0,79;8045,01;1,63
047522.png;True;226;0,8;8052,71;0,84
047523.png;True;207;0,8;8127,82;0,77
047524.png;True;525;0,79;8057,54;1,95
047525.png;True;134;0,81;8111,43;0,51
047526.png;True;237;0,79;8081,54;0,87
047528.png;True;155;0,8;8080,86;0,61
047529.png;True;337;0,79;8049,68;1,27
047530.png;True;154;0,79;8089,51;0,59
047531.png;True;145;0,84;8056,19;0,54
047532.png;True;157;0,78;8075,5;0,6
047533.png;True;234;0,8;8069,36;0,9
047536.png;True;154;0,79;8078,55;0,6
047537.png;True;155;0,79;8073,45;0,6
047539.png;True;154;0,78;8087,07;0,6
047540.png;True;154;0,79;8114,5;0,6
047541.png;True;228;0,8;8066,73;0,87
047542.png;True;224;0,79;8113,02;0,85
047543.png;True;154;0,78;8051,64;0,58
047544.png;True;236;0,8;8065,52;0,9
047545.png;True;140;0,8;8108,34;0,55
047547.png;True;145;0,79;8044,31;0,55
047548.png;True;440;0,79;8091,91;1,67
047549.png;True;443;0,79;8088,06;1,65
047550.png;True;154;0,79;8025,29;0,6
047551.png;True;223;0,8;8133,37;0,85
047552.png;True;155;0,8;8075,35;0,59
047553.png;True;446;0,79;8092,9;1,68
047554.png;True;119;0,79;8055,81;0,46
047555.png;True;445;0,81;8097,81;1,67
047557.png;True;144;0,8;8101,14;0,56
047558.png;True;686;0,78;8051,46;2,52
047559.png;True;155;0,79;8108,84;0,59
047560.png;True;333;0,79;8100,19;1,33
047561.png;True;155;0,8;8097,31;0,58
047562.png;True;320;0,79;8059,96;1,22
047563.png;True;158;0,79;8081,87;0,6
047564.png;True;556;0,79;8059,37;2,07
047565.png;True;154;0,79;8068,66;0,59
047566.png;True;229;0,79;8114,09;0,86
047567.png;True;134;0,8;8067,65;0,5
047568.png;True;154;0,8;8086,25;0,58
047569.png;True;154;0,78;8062,69;0,6
047570.png;True;141;0,8;8092,51;0,55
047571.png;True;679;0,79;8072,66;2,51
047572.png;True;150;0,78;8029,01;0,57
047573.png;True;230;0,86;8054,85;0,86
047574.png;True;230;0,79;8158,99;0,85
047575.png;True;142;0,8;8097,69;0,55
047576.png;True;155;0,79;8043,1;0,6
047578.png;True;691;0,79;8054,16;2,52
047579.png;True;230;0,78;8069,18;0,87
047580.png;True;503;0,79;8031,17;1,85
047581.png;True;157;0,78;8069,37;0,59
047583.png;True;158;0,79;8112,41;0,61
047584.png;True;237;0,82;8103,61;0,89
047585.png;True;153;0,79;8032,83;0,6
047586.png;True;126;0,79;8067,85;0,49
047587.png;True;154;0,79;8099,71;0,59
047588.png;True;230;0,78;8072,14;0,87
047589.png;True;155;0,81;8074,57;0,59
047590.png;True;228;0,78;8061,81;0,86
047591.png;True;149;0,79;8152,29;0,58
047592.png;True;500;0,79;8046,95;1,91
047593.png;True;154;0,78;8054,52;0,6
047594.png;True;175;0,79;8087,34;0,66
047595.png;True;444;0,81;8102,78;1,7
047596.png;True;111;0,79;8064,82;0,43
047597.png;True;154;0,85;8068,74;0,59
047598.png;True;154;0,79;8136,48;0,6
047599.png;True;154;0,79;8099,03;0,58
047600.png;True;500;0,78;8073,72;1,85
047601.png;True;154;0,79;8086,67;0,73
047603.png;True;155;0,8;8069,1;0,59
047604.png;True;229;0,8;8079,07;0,86
047605.png;True;447;0,79;8086,83;1,66
047606.png;True;154;0,79;8095,5;0,58
047607.png;True;155;0,78;8088,53;0,59
047609.png;True;132;0,79;8094,57;0,51
047610.png;True;158;0,8;8100,62;0,61
047611.png;True;154;0,79;8087,14;0,6
047612.png;True;154;0,79;8060,01;0,6
047613.png;True;123;0,79;8109,84;0,48
047614.png;True;154;0,79;8093,15;0,59
047615.png;True;154;0,79;8100,15;0,6
047616.png;True;154;0,8;8066,54;0,6
047617.png;True;121;0,79;8072,5;0,47
047618.png;True;154;0,79;8033,69;0,58
047619.png;True;262;0,79;8090,01;1,0
047620.png;True;136;0,79;8099,63;0,52
047621.png;True;121;0,79;8096,31;0,46
047623.png;True;221;0,79;8089,71;0,83
047624.png;True;154;0,79;8052,15;0,6
047625.png;True;236;0,79;8093,81;0,9
047626.png;True;128;0,78;8065,44;0,49
047627.png;True;155;0,79;8080,9;0,58
047628.png;True;111;0,78;8090,18;0,42
047629.png;True;230;0,8;8071,33;0,86
047630.png;True;142;0,78;8046,77;0,56
047631.png;True;236;0,79;8104,75;0,88
047632.png;True;330;0,79;8089,67;1,26
047633.png;True;155;0,8;8090,57;0,6
047634.png;True;125;0,8;8077,82;0,48
047635.png;True;445;0,79;8107,85;1,69
047636.png;True;154;0,8;8121,87;0,6
047637.png;True;155;0,79;8047,69;0,6
047638.png;True;118;0,79;8089,62;0,66
047639.png;True;446;0,79;8094,56;1,73
047640.png;True;499;0,81;8060,46;1,95
047641.png;True;443;0,79;8056,92;1,63
047642.png;True;155;0,8;8105,11;0,59
047643.png;True;154;0,79;8079,09;0,58
047645.png;True;228;0,82;8044,4;0,85
047646.png;True;223;0,79;8115,4;0,83
047648.png;True;154;0,79;8107,38;0,58
047649.png;True;445;0,79;8034,88;1,64
047650.png;True;154;0,95;8097,67;0,59
047652.png;True;444;0,79;8052,78;1,68
047653.png;True;136;0,79;8114,17;0,52
047654.png;True;129;0,79;8039,12;0,5
047656.png;True;223;0,79;8132,91;0,83
047657.png;True;154;0,79;8103,23;0,59
047658.png;True;711;0,79;8063,22;2,62
047659.png;True;154;0,79;8065,52;0,6
047660.png;True;408;0,84;8079,63;1,54
047662.png;True;446;0,8;8119,86;1,7
047663.png;True;231;0,79;8105,06;0,89
047664.png;True;146;0,79;8082,95;0,56
047665.png;True;155;0,8;8119,66;0,63
047666.png;True;155;0,83;8077,29;0,61
047667.png;True;236;0,8;8087,66;0,89
047669.png;True;228;0,79;8096,95;0,87
047670.png;True;153;0,79;8091,75;0,58
047671.png;True;236;0,8;8074,84;0,9
047672.png;True;154;0,78;7976,48;0,62
047673.png;True;433;0,8;8081,04;1,66
047674.png;True;154;0,79;8079,4;0,58
047675.png;True;154;0,79;8074,46;0,6
047676.png;True;204;0,8;8098,99;0,78
047677.png;True;154;0,79;8081,71;0,58
047679.png;True;228;0,78;8063,93;0,87
047680.png;True;154;0,79;8083,45;0,59
047681.png;True;154;0,79;8066,98;0,6
047682.png;True;675;1,01;8093,35;2,54
047683.png;True;154;0,79;8089,18;0,59
047684.png;True;155;0,8;8092,98;0,61
047685.png;True;229;0,82;8084,11;0,88
047687.png;True;121;0,79;8037,49;0,47
047688.png;True;154;0,8;8075,29;0,59
047689.png;True;233;0,79;8068,21;0,87
047690.png;True;123;0,79;8058,77;0,47
047691.png;True;154;0,8;8101,98;0,6
047693.png;True;525;0,79;8055,25;2,01
047694.png;True;154;0,79;8117,26;0,59
047695.png;True;154;0,79;8077,52;0,63
047696.png;True;148;0,8;8060,26;0,58
047697.png;True;154;0,82;8071,08;0,59
047698.png;True;153;0,8;8068,96;0,58
047699.png;True;154;0,8;8129,4;0,6
047700.png;True;154;0,79;8067,22;0,6
047701.png;True;236;0,81;8081,7;0,9
047702.png;True;155;0,79;8051,17;0,6
047704.png;True;160;0,79;8097,14;0,61
047705.png;True;686;0,77;7974,86;2,61
047706.png;True;444;0,79;8058,52;1,68
047707.png;True;134;0,79;8096,41;0,51
047708.png;True;154;0,79;8109,03;0,59
047709.png;True;154;0,81;8105,63;0,59
047710.png;True;224;0,79;8051,74;0,86
047711.png;True;154;0,94;8059,35;0,59
047712.png;True;88;0,79;8064,01;0,37
047713.png;True;155;0,83;8022,34;0,58
047715.png;True;155;0,83;8076,83;0,6
047717.png;True;155;0,8;8109,54;0,59
047718.png;True;230;0,79;8101,79;0,87
047720.png;True;154;0,79;8059,59;0,6
047721.png;True;155;0,8;8032,07;0,59
047722.png;True;155;0,79;8122,54;0,61
047723.png;True;517;0,79;8047,63;1,89
047725.png;True;152;0,8;8087,93;0,57
047726.png;True;443;0,79;8076,27;1,62
047727.png;True;155;0,8;8086,1;0,6
047728.png;True;154;0,8;8048,69;0,59
047729.png;True;144;0,82;8107,02;0,56
047730.png;True;157;0,8;8111,48;0,61
047731.png;True;186;0,8;8061,11;0,71
047732.png;True;228;0,8;8074,87;0,85
047733.png;True;158;0,81;8078,94;0,59
047734.png;True;236;0,8;8137,54;0,89
047735.png;True;154;0,79;8054,54;0,6
047736.png;True;154;0,79;8070,18;0,59
047737.png;True;154;0,79;8077,52;0,6
047738.png;True;325;0,79;8054,19;1,23
047739.png;True;154;0,79;8124,3;0,58
047740.png;True;883;0,8;8111,56;3,21
047741.png;True;513;0,8;8090,21;1,97
047742.png;True;155;0,82;8025,02;0,59
047744.png;True;974;0,8;8040,82;3,64
047746.png;True;157;0,8;8062,82;0,6
047747.png;True;237;0,79;8052,83;0,91
047749.png;True;2299;0,79;8066,44;8,5
047750.png;True;444;0,8;8046,48;1,68
047751.png;True;228;0,8;8079,72;0,87
047752.png;True;446;0,82;8077,64;1,69
047753.png;True;228;0,8;8078,07;0,89
047755.png;True;228;0,8;8062,14;0,85
047756.png;True;154;0,79;8095,39;0,61
047758.png;True;155;0,79;8089,97;0,6
047759.png;True;155;0,8;8082,1;0,6
047760.png;True;444;0,79;8089,55;1,64
047761.png;True;233;0,79;8092,38;0,89
047762.png;True;231;0,8;8081,44;0,87
047764.png;True;154;0,79;8076,12;0,6
047765.png;True;124;0,8;8052,29;0,48
047766.png;True;445;0,81;8092,96;1,65
047767.png;True;154;0,85;8102,16;0,61
047768.png;True;155;0,79;8071,26;0,59
047769.png;True;122;0,8;8046,68;0,47
047770.png;True;154;0,79;8116,23;0,58
047771.png;True;155;0,79;8073,68;0,6
047772.png;True;154;0,8;8079,34;0,58
047773.png;True;146;0,79;8098,66;0,55
047774.png;True;155;0,86;8099,61;0,59
047775.png;True;671;0,8;8107,61;2,5
047776.png;True;230;0,79;8044,09;0,88
047777.png;True;157;0,81;8097,18;0,6
047778.png;True;231;0,8;8083,63;0,89
047780.png;True;135;0,79;8082,16;0,52
047781.png;True;590;0,81;8060,61;2,25
047783.png;True;984;0,81;8104,09;3,61
047784.png;True;158;0,82;8104,24;0,6
047785.png;True;154;0,82;8079,62;0,59
047786.png;True;154;0,8;8081,5;0,59
047788.png;True;154;0,79;8076,39;0,59
047789.png;True;153;0,79;8071,89;0,58
047790.png;True;858;0,8;8123,73;3,21
047791.png;True;157;0,82;8090,85;0,6
047792.png;True;696;0,79;8111,79;2,62
047793.png;True;135;0,79;8096,53;0,52
047795.png;True;154;0,8;8061,52;0,59
047797.png;True;154;0,8;8092,52;0,58
047798.png;True;230;0,78;8039,83;0,85
047799.png;True;154;0,8;8073,09;0,59
047800.png;True;154;0,79;8078,67;0,58
047801.png;True;154;0,78;8098,3;0,59
047803.png;True;119;0,8;8041,74;0,46
047804.png;True;154;0,8;8080,72;0,59
047805.png;True;135;0,79;8124,84;0,51
047806.png;True;154;0,8;8043,08;0,59
047807.png;True;154;0,79;8080,04;0,6
047808.png;True;565;0,8;8083,67;2,08
047809.png;True;150;0,79;8104,69;0,58
047810.png;True;157;0,79;8037,83;0,59
047811.png;True;229;0,79;8080,37;0,86
047812.png;True;447;0,79;8088,85;1,64
047813.png;True;148;0,79;8082,56;0,57
047814.png;True;165;0,79;8075,49;0,64
047815.png;True;454;0,79;8083,71;1,68
047816.png;True;154;0,8;8080,13;0,6
047817.png;True;500;0,89;8052,95;1,87
047818.png;True;158;0,8;8056,74;0,61
047819.png;True;154;0,79;8082,28;0,59
047820.png;True;154;0,8;8069,34;0,59
047821.png;True;502;0,81;8095,52;1,85
047822.png;True;162;0,79;8104,21;0,61
047823.png;True;419;0,8;8108,55;1,56
047824.png;True;154;0,78;8067,49;0,58
047825.png;True;228;0,79;8085,74;0,86
047826.png;True;115;0,93;8095,98;0,45
047827.png;True;228;0,79;8089,63;0,87
047828.png;True;383;0,78;8121,71;1,46
047829.png;True;435;0,79;7989,54;1,6
047831.png;True;154;0,84;8144,11;0,59
047832.png;True;266;0,79;8086,64;1,03
047833.png;True;583;0,79;8053,91;2,13
047834.png;True;154;0,81;8082,95;0,59
047835.png;True;88;0,78;7957,38;0,35
047836.png;True;121;0,78;8104,82;0,48
047837.png;True;154;0,79;8089,65;0,59
047838.png;True;230;0,82;8108,26;0,87
047839.png;True;122;0,78;8085,89;0,73
047840.png;True;154;0,79;8088,93;0,59
047841.png;True;154;0,8;8065,77;0,6
047842.png;True;157;0,79;8076,69;0,61
047843.png;True;155;0,79;8125,31;0,61
047844.png;True;162;0,79;8100,17;0,61
047845.png;True;237;0,82;8117,25;0,91
047846.png;True;154;0,8;8066,11;0,6
047847.png;True;154;0,81;8122,25;0,6
047848.png;True;184;0,8;8105,57;0,69
047849.png;True;517;0,79;8098,53;1,92
047850.png;True;236;0,79;8068,41;0,9
047851.png;True;687;0,8;8126,54;2,55
047854.png;True;444;0,83;8102,64;1,67
047855.png;True;154;0,79;8088,17;0,6
047856.png;True;233;0,8;8090,81;0,87
047857.png;True;154;0,8;8109,69;0,66
047858.png;True;444;0,88;8072,5;1,66
047859.png;True;156;0,82;8118,77;0,6
047861.png;True;137;0,79;8148,24;0,52
047862.png;True;126;0,8;8135,69;0,49
047863.png;True;230;0,8;8074,32;0,86
047864.png;True;153;0,82;8099,69;0,59
047865.png;True;157;0,79;8106,53;0,6
047866.png;True;148;0,79;8157,07;0,59
047867.png;True;135;0,8;8110,21;0,52
047868.png;True;223;0,88;8106,05;0,84
047869.png;True;582;0,79;8142,45;2,15
047870.png;True;157;0,81;8045,83;0,6
047871.png;True;157;0,8;8089,05;0,61
047872.png;True;691;0,8;8100,0;2,59
047873.png;True;154;0,79;8092,85;0,59
047874.png;True;444;0,8;8101,38;1,64
047876.png;True;154;0,89;8109,11;0,61
047877.png;True;233;0,8;8190,18;0,87
047878.png;True;140;0,8;8089,16;0,54
047879.png;True;472;0,79;8094,54;1,8
047880.png;True;124;0,8;8103,56;0,49
047881.png;True;155;0,8;8077,46;0,6
047882.png;True;154;0,78;8097,04;0,61
047883.png;True;122;0,84;8085,36;0,47
047885.png;True;120;0,81;8153,29;0,47
047886.png;True;167;0,79;8091,78;0,65
047887.png;True;138;0,8;8109,71;0,55
047888.png;True;230;0,79;8115,74;0,89
047889.png;True;155;0,8;8105,19;0,61
047890.png;True;154;1,19;8101,64;0,6
047891.png;True;325;0,79;8121,54;1,23
047892.png;True;525;0,8;8118,55;1,98
047893.png;True;500;0,79;8102,6;1,87
047895.png;True;227;0,8;8115,69;0,88
047897.png;True;444;0,8;8089,46;1,68
047898.png;True;157;0,82;8129,15;0,89
047899.png;True;237;0,79;8099,51;0,89
047900.png;True;236;0,79;8114,82;0,89
047901.png;True;154;0,8;8155,68;0,6
047902.png;True;157;0,79;8118,86;0,61
047903.png;True;94;0,8;8060,52;0,37
047904.png;True;154;0,79;8118,17;0,61
047905.png;True;446;0,79;8148,55;1,68
047906.png;True;159;0,79;8135,92;0,62
047907.png;True;419;0,79;8088,7;1,56
047908.png;True;229;0,82;8129,1;0,93
047909.png;True;686;0,78;8110,45;2,55
047911.png;True;235;0,79;8120,25;0,89
047912.png;True;2306;0,79;8114,79;8,53
047913.png;True;236;0,81;8081,57;0,91
047914.png;True;157;0,79;8179,37;0,61
047915.png;True;530;0,79;8112,43;2,21
047916.png;True;135;0,81;8123,66;0,52
047917.png;True;130;0,79;8096,86;0,5
047918.png;True;154;0,78;8165,98;0,59
047919.png;True;230;0,8;8107,75;0,88
047920.png;True;157;0,79;8093,72;0,7
047921.png;True;148;0,8;8119,29;0,56
047922.png;True;236;0,79;8111,51;0,89
047923.png;True;154;0,8;8125,04;0,6
047924.png;True;154;0,81;8059,8;0,6
047925.png;True;154;0,8;8138,85;0,59
047926.png;True;155;0,79;8081,67;0,6
047927.png;True;161;0,78;8124,93;0,62
047928.png;True;154;0,8;8109,36;0,61
047929.png;True;224;0,84;8122,6;0,88
047930.png;True;79;0,8;8115,3;0,32
047931.png;True;125;0,78;8082,45;0,49
047932.png;True;154;0,8;8082,64;0,62
047934.png;True;154;0,86;8179,9;0,6
047935.png;True;121;0,79;8069,03;0,53
047936.png;True;221;0,79;8097,46;0,84
047937.png;True;155;0,79;8104,05;0,6
047938.png;True;500;0,8;8112,13;1,87
047939.png;True;230;1,11;8062,13;0,87
047940.png;True;662;0,79;8134,32;2,47
047941.png;True;156;0,79;8125,16;0,59
047942.png;True;446;0,8;8107,12;1,66
047944.png;True;143;0,79;8092,74;0,55
047945.png;True;225;0,91;8117,8;0,87
047946.png;True;236;0,8;8139,73;0,97
047947.png;True;445;0,79;8083,58;1,68
047948.png;True;154;0,79;8095,98;0,6
047949.png;True;444;0,79;8098,39;1,7
047950.png;True;401;0,8;8084,69;1,5
047951.png;True;230;0,8;8091,12;0,88
047952.png;True;501;0,79;8089,69;1,89
047953.png;True;154;0,82;8099,36;0,58
047954.png;True;154;0,79;8062,55;0,6
047955.png;True;368;0,8;8269,79;1,36
047956.png;True;157;0,79;8115,31;0,61
047957.png;True;234;0,85;8092,07;0,96
047958.png;True;153;0,84;8128,22;0,59
047959.png;True;154;0,81;8151,41;0,6
047960.png;True;157;0,8;8110,42;0,61
047961.png;True;154;0,79;8084,54;0,59
047963.png;True;154;0,79;8111,4;0,61
047964.png;True;95;0,79;8104,39;0,38
047965.png;True;158;0,79;8120,0;0,61
047966.png;True;499;0,79;8072,65;1,88
047967.png;True;136;0,8;8112,33;0,52
047968.png;True;692;0,86;8155,49;2,57
047969.png;True;145;0,91;8077,98;0,56
047970.png;True;154;0,8;8082,99;0,59
047971.png;True;158;0,8;8094,3;0,6
047972.png;True;135;0,79;8071,61;0,51
047973.png;True;155;0,79;8136,05;0,6
047974.png;True;80;0,84;8093,58;0,32
047975.png;True;440;0,79;8116,14;1,64
047976.png;True;223;0,79;8094,52;0,84
047977.png;True;118;0,81;8066,74;0,46
047978.png;True;157;0,79;8121,24;0,6
047979.png;True;154;0,79;8083,36;0,6
047980.png;True;165;0,8;8147,12;0,7
047981.png;True;405;0,79;8104,44;1,52
047982.png;True;336;0,82;8095,14;1,26
047984.png;True;154;0,81;8067,77;0,6
047985.png;True;157;0,78;8022,25;0,61
047986.png;True;157;0,83;8124,54;0,6
047987.png;True;154;0,79;8141,59;0,59
047988.png;True;158;0,84;8116,01;0,87
047989.png;True;158;1,15;8130,47;0,61
047990.png;True;234;0,82;8134,01;0,88
047991.png;True;154;0,91;8100,18;0,6
047992.png;True;229;0,79;8103,59;0,88
047993.png;True;154;0,8;8122,36;0,6
047994.png;True;154;0,79;8049,24;0,59
047995.png;True;154;0,8;8109,17;0,6
047996.png;True;154;0,79;8176,32;0,59
047997.png;True;233;0,8;8106,55;0,89
047998.png;True;138;0,8;8042,45;0,53
047999.png;True;121;0,8;8097,2;0,47
048000.png;True;154;0,8;8080,13;0,58
048001.png;True;148;0,8;8071,72;0,56
048002.png;True;154;0,86;8082,83;0,59
048003.png;True;128;0,79;8161,66;0,5
048004.png;True;154;0,81;8113,41;0,59
048006.png;True;135;0,79;8077,12;0,53
048007.png;True;154;0,8;8090,38;0,6
048008.png;True;230;0,84;8110,34;0,87
048009.png;True;154;0,84;8080,81;0,61
048010.png;True;502;0,8;8098,72;1,87
048011.png;True;520;0,81;8109,76;1,94
048012.png;True;148;0,79;8162,0;0,57
048013.png;True;155;0,93;8061,51;0,61
048014.png;True;154;0,81;8109,11;0,59
048015.png;True;154;0,8;8095,2;0,59
048016.png;True;230;0,8;8039,74;0,87
048017.png;True;443;0,8;8108,17;1,79
048018.png;True;154;0,79;8169,72;0,59
048019.png;True;670;0,8;8185,94;2,52
048021.png;True;154;0,8;8082,93;0,6
048022.png;True;223;0,79;8103,81;0,84
048023.png;True;230;0,82;8110,57;0,87
048024.png;True;155;0,79;8067,46;0,6
048025.png;True;230;0,79;8101,18;0,88
048026.png;True;150;0,79;8115,07;0,58
048027.png;True;147;1,42;8086,94;0,57
048028.png;True;157;0,91;8072,67;0,61
048029.png;True;160;0,8;8114,41;0,62
048030.png;True;154;0,79;8096,49;0,59
048032.png;True;368;0,8;8162,52;1,36
048033.png;True;138;0,79;8062,93;0,54
048034.png;True;154;0,81;8123,76;0,66
048035.png;True;121;0,79;8108,73;0,47
048037.png;True;445;0,79;8138,28;1,69
048038.png;True;154;0,83;8094,8;0,6
048039.png;True;132;0,8;8093,01;0,56
048040.png;True;140;1,57;8067,59;0,54
048042.png;True;236;0,8;8085,25;0,97
048043.png;True;140;0,86;8084,57;0,54
048044.png;True;154;0,8;8123,93;0,59
048045.png;True;157;0,79;8107,31;0,61
048046.png;True;153;0,94;8121,81;0,72
048047.png;True;154;0,83;8068,12;0,59
048048.png;True;154;0,79;8148,7;0,6
048049.png;True;446;0,8;8115,7;1,77
048050.png;True;157;0,79;8103,39;0,6
048051.png;True;158;0,8;8004,39;0,6
048052.png;True;131;0,88;8066,28;0,51
048053.png;True;154;0,8;8136,85;0,59
048054.png;True;154;0,79;8135,81;0,61
048055.png;True;158;0,79;8098,91;0,61
048056.png;True;115;0,79;8090,79;0,46
048058.png;True;158;0,79;8129,13;0,61
048059.png;True;675;0,8;8134,33;2,55
048060.png;True;161;0,79;8080,3;0,62
048061.png;True;234;0,79;8151,23;0,88
048062.png;True;154;0,8;8073,86;0,59
048063.png;True;125;0,79;8075,16;0,49
048065.png;True;160;0,87;8091,42;0,61
048066.png;True;145;0,8;8078,89;0,56
048067.png;True;154;0,8;8120,93;0,6
048068.png;True;155;0,79;8033,31;0,59
048069.png;True;445;0,8;8090,04;1,67
048070.png;True;228;0,8;8131,01;0,86
048071.png;True;154;0,88;8068,8;0,6
048072.png;True;153;0,79;8136,84;0,59
048073.png;True;154;0,79;8145,37;0,59
048074.png;True;233;0,8;8094,1;0,9
048075.png;True;583;0,79;8063,93;2,18
048076.png;True;154;0,8;8123,49;0,58
048077.png;True;154;0,82;8171,99;0,59
048078.png;True;154;0,78;8078,9;0,59
048079.png;True;2246;0,79;8067,29;8,16
048080.png;True;2232;0,8;8111,74;8,25
048081.png;True;2544;0,8;8113,65;9,26
048082.png;True;2232;0,8;8079,13;8,37
048083.png;True;2322;0,83;8065,96;8,45
048085.png;True;2232;0,81;8138,58;8,11
048086.png;True;2335;0,8;8052,68;8,83
048087.png;True;117;0,86;8114,63;0,47
048088.png;True;141;0,8;8119,26;0,54
048089.png;True;2232;0,82;8167,69;8,05
048090.png;True;2322;0,8;8064,34;9,26
048091.png;True;2244;0,79;8108,17;8,14
048092.png;True;2232;0,81;8115,24;8,16
048093.png;True;2245;0,79;8072,14;8,23
048094.png;True;2277;0,8;8096,66;8,14
048095.png;True;2232;0,81;8158,8;8,19
048096.png;True;2334;0,81;8094,37;8,43
048097.png;True;2232;0,8;8098,25;8,07
048098.png;True;2447;0,83;8097,17;9,03
048099.png;True;154;0,79;8132,74;1,0
048100.png;True;2551;0,8;8139,42;9,34
048101.png;True;2187;0,81;8088,48;8,12
048102.png;True;2232;0,79;8165,24;8,29
048103.png;True;2447;0,8;8146,92;8,98
048104.png;True;2232;0,79;8168,68;8,23
048105.png;True;2447;0,8;8089,65;9,02
048106.png;True;2447;0,79;8077,53;9,04
