Filename;Hidden Content Present;Estimated Size of Hidden Content (Bytes);Speed Hidden Content Present (ms);Speed Size Estimation (ms);Speed Recovering Hidden Content (ms)
031600.png;True;145;0,78;2067,15;0,55
031609.png;True;154;0,78;2030,31;0,6
031613.png;True;444;0,78;2052,76;1,66
031746.png;True;154;0,78;2033,56;0,59
031764.png;True;157;0,77;2031,01;0,7
031766.png;True;137;0,77;2033,56;0,54
031791.png;True;155;0,77;2027,45;0,6
031805.png;True;154;0,8;2024,4;0,59
031831.png;True;126;0,78;2038,34;0,48
031836.png;True;154;0,79;2026,99;0,59
031979.png;True;116;0,78;2039,21;0,46
032034.png;True;153;0,78;2027,43;0,58
032113.png;True;240;0,79;2023,12;0,94
032152.png;True;157;1,07;2028,88;0,59
032181.png;True;155;0,79;2040,19;0,59
032185.png;True;262;0,78;2030,1;1
032205.png;True;586;0,77;2020,55;2,26
032259.png;True;148;0,78;2045,49;0,58
032266.png;True;154;0,79;2039,95;0,58
032272.png;True;501;0,78;2032,01;2,03
032375.png;True;157;0,78;2025,36;0,59
032398.png;True;154;0,89;2034,71;0,59
032414.png;True;655;0,87;2016,67;2,57
032447.png;True;399;0,78;2026,81;1,5
032452.png;True;442;0,77;2028,45;1,64
032495.png;True;155;0,99;2034,58;0,59
032523.png;True;2247;0,78;2028,13;8,3
032567.png;True;446;0,92;2031,44;1,67
032596.png;True;230;0,78;2023,39;0,87
032615.png;True;154;0,78;2023,19;0,59
032619.png;True;122;0,78;2054,67;0,47
032701.png;True;157;0,78;2020,95;0,61
032708.png;True;237;0,78;2033,46;0,9
032714.png;True;290;0,78;2039,81;1,1
032760.png;True;155;0,78;2031,23;0,6
032761.png;True;132;0,78;2025,56;0,51
032784.png;True;232;0,77;2029,22;0,88
032883.png;True;234;0,79;2027,72;0,88
032893.png;True;225;0,78;2033,68;0,84
032920.png;True;228;0,78;2040,15;0,87
033022.png;True;114;0,79;2050,35;0,44
033023.png;True;524;0,77;2029,02;1,98
033031.png;True;154;0,78;2025,1;0,59
033088.png;True;155;0,79;2036,75;0,59
033097.png;True;230;0,78;2027,03;0,86
033146.png;True;157;0,78;2026,16;0,6
033159.png;True;122;0,78;2037,8;0,47
033170.png;True;232;0,78;2035,28;0,87
033213.png;True;154;0,86;2020,41;0,6
033222.png;True;266;0,78;2048,18;1
033240.png;True;148;0,78;2027,03;0,57
033254.png;True;155;0,79;2027,58;0,59
033274.png;True;154;0,79;2023,33;0,58
033292.png;True;236;0,78;2027,35;0,9
033300.png;True;111;0,79;2036,94;0,43
033333.png;True;2247;0,78;2028,36;8,44
033357.png;True;153;0,78;2045,73;0,58
033442.png;True;111;0,79;2021,97;0,43
033560.png;True;227;0,78;2021,79;0,85
033577.png;True;154;0,78;2073,92;0,58
033619.png;True;666;0,79;2025,19;2,45
033636.png;True;154;0,78;2036,55;0,59
033645.png;True;228;0,77;2023,1;0,86
033703.png;True;142;0,78;2029,18;0,73
033714.png;True;158;0,79;2045,7;0,6
033853.png;True;136;0,78;2021,26;0,52
033874.png;True;116;0,78;2033,92;0,45
033926.png;True;157;0,77;2029,45;0,6
033938.png;True;126;1,06;2124,1;0,52
033987.png;True;155;0,82;2060,17;0,59
034025.png;True;230;0,78;2044,16;0,87
034081.png;True;222;0,82;2029,95;0,91
034084.png;True;657;0,87;2021,17;2,43
034099.png;True;230;0,78;2026,17;0,86
034115.png;True;527;0,77;2030,73;1,97
034179.png;True;499;0,78;2024,42;1,85
034405.png;True;456;0,78;2027,68;1,71
034429.png;True;154;0,91;2040,75;0,59
034459.png;True;230;0,78;2023,38;0,87
034555.png;True;137;0,79;2036,77;0,55
034577.png;True;120;0,79;2036,25;0,46
034644.png;True;155;0,78;2073,94;0,68
034679.png;True;444;0,8;2192,26;1,68
034714.png;True;154;0,8;2145,89;0,64
034746.png;True;157;0,87;2144,9;0,6
034769.png;True;236;0,78;2142,28;0,89
034820.png;True;154;0,78;2030,49;0,58
034970.png;True;154;0,78;2139,55;0,59
035016.png;True;155;0,78;2064,42;0,59
035023.png;True;130;0,77;2030,36;0,5
035033.png;True;227;0,78;2037,47;0,86
035048.png;True;332;0,77;2029,92;1,33
035066.png;True;154;0,77;2038,04;0,59
035134.png;True;155;0,79;2024,93;0,6
035145.png;True;134;0,78;2028,89;0,62
035218.png;True;154;0,78;2041,96;0,61
035240.png;True;236;0,99;2035,51;0,89
035290.png;True;138;0,91;2043,76;0,54
035442.png;True;154;0,79;2048,91;0,59
035445.png;True;152;0,79;2022,9;0,58
035509.png;True;446;0,79;2033,74;1,74
035579.png;True;984;0,78;2040,4;3,61
035619.png;True;154;0,78;2019,46;0,58
035671.png;True;442;0,78;2028,22;1,64
035673.png;True;185;0,79;2036,88;0,71
035685.png;True;443;0,78;2040,88;1,67
035687.png;True;527;0,78;2031,23;1,96
035764.png;True;154;0,77;2014,15;0,58
035791.png;True;194;0,77;2014,06;0,74
035801.png;True;154;0,78;2031,51;0,59
035815.png;True;422;1,33;2036,32;1,56
035844.png;True;233;0,78;2038,87;0,87
035867.png;True;445;0,79;2039,28;1,65
035922.png;True;133;0,77;2029,76;0,51
035944.png;True;231;0,77;2030,21;0,87
035950.png;True;157;0,78;2021,79;0,6
036005.png;True;154;0,78;2035,66;0,58
036012.png;True;223;0,78;2030,29;0,84
036132.png;True;155;0,88;2052,59;0,59
036160.png;True;254;0,78;2040,53;0,95
036314.png;True;158;0,78;2022,78;0,61
036370.png;True;502;0,78;2033,52;2,11
036392.png;True;117;0,77;2033,79;0,46
036417.png;True;237;0,77;2024,41;0,91
036440.png;True;157;0,78;2025,05;0,62
036477.png;True;185;0,78;2026,95;0,7
036495.png;True;155;0,78;2038,09;0,59
036551.png;True;155;0,85;2027,67;0,58
036577.png;True;444;0,79;2041,06;1,64
036594.png;True;671;0,77;2019,02;2,46
036598.png;True;138;0,78;2035,95;0,53
036634.png;True;154;0,78;2032,44;0,59
036772.png;True;231;0,77;2025,03;0,87
036909.png;True;444;0,78;2034,1;1,68
036938.png;True;131;0,79;2036,84;0,5
036951.png;True;339;0,8;2035,16;1,28
036975.png;True;154;0,77;2036,78;0,61
036995.png;True;446;0,78;2024,12;1,65
037041.png;True;158;0,79;2027,52;0,59
037066.png;True;525;0,78;2019,03;1,94
037067.png;True;154;0,77;2021,36;0,58
037068.png;True;155;0,79;2045,3;0,61
037069.png;True;154;0,82;2028,54;0,58
037072.png;True;158;0,77;2029,64;0,6
037073.png;True;154;0,77;2015,21;0,58
037078.png;True;153;0,78;2049,64;0,58
037084.png;True;443;0,78;2026,92;1,66
037103.png;True;142;0,78;2058,82;0,54
037123.png;True;150;0,78;2042,5;0,58
037125.png;True;155;0,78;2037,67;0,59
037130.png;True;121;0,78;2023,48;0,46
037145.png;True;123;0,78;2023,51;0,47
037147.png;True;157;0,78;2036,82;0,6
037150.png;True;121;0,78;2031,47;0,48
037151.png;True;574;0,79;2031,08;2,13
037154.png;True;111;0,78;2038,66;0,43
037162.png;True;155;0,78;2052,74;0,59
037167.png;True;155;0,87;2039,9;0,59
037169.png;True;157;0,77;2019,56;0,59
037170.png;True;443;0,8;2028,84;1,65
037171.png;True;226;0,78;2016,93;0,85
037173.png;True;425;0,78;2022,4;1,62
037174.png;True;82;0,78;2036,56;0,32
037176.png;True;202;0,77;2022,41;0,78
037177.png;True;228;0,79;2043,59;0,86
037178.png;True;157;0,85;2034,47;0,61
037179.png;True;132;0,78;2034,87;0,51
037184.png;True;155;0,79;2034,37;0,59
037186.png;True;123;0,79;2026,38;0,48
037193.png;True;154;0,77;2032,14;0,59
037196.png;True;502;0,8;2045,52;1,88
037198.png;True;135;0,78;2033,61;0,61
037200.png;True;228;0,79;2044,13;0,88
037207.png;True;230;0,77;2017,15;0,86
037210.png;True;456;0,79;2019,79;1,67
037214.png;True;154;0,8;2021,46;0,59
037226.png;True;153;0,78;2045,53;0,58
037240.png;True;154;0,89;2071,86;0,59
037241.png;True;127;0,78;2041,57;0,5
037243.png;True;154;0,79;2027,8;0,58
037247.png;True;222;0,78;2019,28;0,84
037251.png;True;153;0,79;2038,77;0,58
037256.png;True;116;0,77;2027,99;0,46
037260.png;True;167;0,78;2052,03;0,63
037261.png;True;587;0,79;2027,53;2,18
037264.png;True;237;0,79;2043,74;0,93
037265.png;True;441;0,8;2041,5;1,69
037266.png;True;121;0,78;2058,38;0,47
037267.png;True;230;0,77;2014,82;0,86
037268.png;True;441;0,78;2029,65;1,63
037269.png;True;158;0,78;2023,95;0,61
037270.png;True;158;0,79;2046,85;0,59
037271.png;True;2331;0,79;2036,2;9,46
037272.png;True;227;0,79;2034,87;0,85
037273.png;True;441;0,78;2041,62;1,65
037274.png;True;230;0,78;2024,09;0,87
037276.png;True;235;0,79;2034,25;0,88
037281.png;True;221;0,79;2032,88;0,84
037282.png;True;154;0,78;2029,53;0,59
037284.png;True;142;0,78;2028,01;0,54
037285.png;True;1067;0,78;2035,48;4,01
037286.png;True;673;0,79;2017,87;2,54
037287.png;True;155;0,78;2032,57;0,59
037288.png;True;157;1,06;2032,61;0,6
037289.png;True;532;0,78;2021,11;1,99
037290.png;True;136;0,91;2053,33;0,52
037291.png;True;236;0,84;2066,28;0,9
037292.png;True;154;0,81;2031,37;0,59
037293.png;True;191;0,76;2001,47;0,71
037294.png;True;231;0,77;2015,44;0,88
037295.png;True;154;0,78;2043,57;0,59
037296.png;True;154;0,77;2016,41;0,59
037297.png;True;186;0,78;2032,83;0,7
037298.png;True;157;0,78;2037,53;0,59
037300.png;True;136;0,78;2031,53;0,52
037304.png;True;154;0,79;2029,11;0,59
037306.png;True;154;0,77;2015,43;0,58
037307.png;True;443;0,77;2045,58;1,64
037309.png;True;152;0,77;2031,36;0,59
037310.png;True;155;0,78;2030,29;0,59
037311.png;True;228;0,88;2039,6;0,86
037312.png;True;223;0,78;2024,59;0,85
037313.png;True;155;0,78;2040,41;0,59
037317.png;True;252;0,77;2028,21;0,94
037319.png;True;154;0,78;2020,57;0,61
037321.png;True;154;0,78;2034,42;0,59
037325.png;True;127;0,78;2022,25;0,49
037326.png;True;136;0,78;2028,98;0,52
037331.png;True;154;0,78;2023,16;0,59
037332.png;True;154;0,78;2024,96;0,59
037336.png;True;228;0,91;2028,75;0,87
037340.png;True;154;0,78;2032,79;0,6
037342.png;True;446;0,77;2039,53;1,74
037343.png;True;230;0,77;2030,65;0,86
037346.png;True;157;0,78;2037,51;0,6
037347.png;True;582;0,77;2022,76;2,15
037348.png;True;135;0,79;2072,94;0,52
037356.png;True;157;0,78;2028,62;0,6
037357.png;True;155;0,78;2028,66;0,58
037359.png;True;150;0,78;2026,17;0,57
037360.png;True;224;0,78;2021;0,83
037362.png;True;227;0,78;2043,94;0,85
037363.png;True;235;0,77;2037,64;0,96
037367.png;True;521;0,78;2032,31;1,97
037368.png;True;233;0,78;2031,71;0,88
037370.png;True;671;0,78;2024,45;2,45
037372.png;True;327;0,78;2021,78;1,21
037374.png;True;155;0,78;2018,09;0,59
037375.png;True;155;0,78;2032,71;0,59
037376.png;True;123;0,78;2039,06;0,48
037377.png;True;237;0,78;2034,37;0,9
037379.png;True;158;0,78;2033,15;0,6
037380.png;True;154;0,78;2015,32;0,58
037381.png;True;416;0,78;2030,54;1,56
037382.png;True;125;0,79;2025,4;0,48
037384.png;True;228;0,78;2030,09;0,87
037385.png;True;155;0,78;2034,35;0,6
037388.png;True;230;0,77;2024,88;0,87
037389.png;True;154;0,78;2024,56;0,59
037390.png;True;162;0,78;2027,13;0,62
037393.png;True;135;0,78;2027,19;0,52
037397.png;True;155;0,78;2016,97;0,59
037398.png;True;670;0,78;2034,03;2,44
037401.png;True;443;0,78;2034,37;1,66
037403.png;True;446;0,78;2017,64;1,67
037404.png;True;446;0,8;2067,15;1,68
037406.png;True;154;0,78;2037,97;0,59
037407.png;True;122;0,78;2029,05;0,47
037409.png;True;154;0,78;2021,56;0,58
037411.png;True;443;0,78;2024,32;1,65
037412.png;True;160;0,78;2023,08;0,62
037414.png;True;155;0,78;2033,3;0,58
037415.png;True;501;0,83;2035,35;1,87
037416.png;True;230;0,77;2009,4;0,88
037417.png;True;425;0,78;2033,95;1,56
037418.png;True;223;0,78;2023,83;0,87
037419.png;True;155;0,78;2018,86;0,66
037422.png;True;154;0,78;2030,44;0,59
037423.png;True;154;0,77;2033,12;0,58
037424.png;True;230;0,78;2021,4;0,86
037425.png;True;154;0,78;2027,42;0,59
037426.png;True;667;0,86;2024,57;2,43
037432.png;True;482;0,78;2027,06;1,78
037435.png;True;237;1,01;2029,71;1,33
037438.png;True;155;0,77;2017,64;0,59
037439.png;True;137;0,79;2031,77;0,53
037440.png;True;155;0,78;2022,45;0,59
037442.png;True;231;0,77;2033,5;0,86
037443.png;True;125;0,78;2034,24;0,48
037444.png;True;155;0,79;2038,17;0,59
037445.png;True;665;0,78;2037,43;2,55
037446.png;True;157;0,79;2032,59;0,61
037447.png;True;446;0,79;2046,37;1,66
037448.png;True;154;0,79;2024,45;0,59
037449.png;True;148;0,79;2021,28;0,56
037450.png;True;499;0,79;2056,1;1,83
037452.png;True;490;0,79;2041,66;1,82
037453.png;True;154;0,78;2028,11;0,6
037457.png;True;155;0,87;2010,63;0,59
037458.png;True;675;0,78;2027,63;2,48
037462.png;True;157;0,78;2018,84;0,61
037464.png;True;154;0,79;2036,61;0,6
037466.png;True;235;0,78;2027,98;0,88
037468.png;True;157;0,77;2028,91;0,6
037469.png;True;154;0,78;2040,75;0,59
037470.png;True;158;0,78;2024,33;0,6
037472.png;True;157;0,78;2036,82;0,59
037474.png;True;684;0,86;2019,89;2,58
037476.png;True;155;0,78;2015,55;0,58
037478.png;True;290;0,78;2037;1,07
037481.png;True;123;0,86;2031,31;0,49
037482.png;True;154;0,81;2023,62;0,58
037484.png;True;154;0,78;2023,12;0,6
037485.png;True;164;0,8;2027,99;0,62
037486.png;True;155;0,78;2029,64;0,59
037487.png;True;154;0,78;2019,44;0,58
037488.png;True;445;0,79;2034,68;1,66
037489.png;True;525;0,78;2024,82;1,97
037490.png;True;228;0,78;2036,02;1,02
037491.png;True;158;0,77;2021,89;0,61
037492.png;True;128;0,79;2019,88;0,53
037493.png;True;883;0,78;2035,22;3,23
037494.png;True;82;0,78;2023,45;0,32
037496.png;True;154;0,78;2040,98;0,59
037498.png;True;240;0,78;2044,93;0,9
037499.png;True;137;0,79;2050,15;0,52
037501.png;True;447;0,77;2027,25;1,75
037503.png;True;432;0,79;2017,81;1,6
037504.png;True;147;0,79;2052,68;0,56
037506.png;True;223;0,78;2055,1;0,88
037507.png;True;154;0,82;2034,73;0,59
037508.png;True;231;0,79;2030,75;0,93
037511.png;True;154;0,78;2028;0,65
037512.png;True;196;0,93;2035,72;0,76
037513.png;True;154;0,78;2039,17;0,58
037515.png;True;230;0,78;2036,76;0,86
037516.png;True;155;0,77;2028,4;0,6
037517.png;True;154;0,78;2046,91;0,58
037518.png;True;138;0,78;2018,68;0,53
037519.png;True;154;0,79;2060,08;0,62
037524.png;True;151;0,82;2025,8;0,58
037525.png;True;154;0,78;2036,92;0,6
037526.png;True;233;0,78;2029,1;0,87
037527.png;True;2306;0,79;2023,86;8,61
037528.png;True;161;0,79;2031,45;0,61
037530.png;True;154;0,79;2035,37;0,58
037532.png;True;154;0,78;2029,57;0,59
037533.png;True;236;0,79;2039,61;0,91
037539.png;True;503;0,78;2026,54;1,9
037541.png;True;393;0,79;2050,62;1,46
037543.png;True;2247;0,78;2029,03;8,16
037544.png;True;121;0,78;2023,53;0,47
037545.png;True;519;0,78;2029,85;1,94
037547.png;True;445;0,79;2041,41;2,11
037548.png;True;580;0,94;2053,44;2,18
037549.png;True;122;0,79;2040,26;0,48
037550.png;True;154;0,78;2018,67;0,58
037551.png;True;154;0,78;2034,97;0,59
037552.png;True;231;0,79;2031,84;0,88
037554.png;True;446;0,78;2022,04;1,67
037557.png;True;153;0,78;2015,13;0,57
037558.png;True;157;0,78;2051,96;0,6
037560.png;True;143;0,78;2040,77;0,65
037562.png;True;160;0,78;2026,13;0,61
037564.png;True;154;0,79;2033,47;0,58
037565.png;True;155;0,9;2028,96;0,59
037568.png;True;154;0,78;2018,41;0,59
037569.png;True;155;0,79;2027,69;0,59
037570.png;True;154;0,86;2027,66;0,6
037572.png;True;447;0,78;2044,29;1,65
037573.png;True;154;0,78;2029,49;0,59
037574.png;True;154;0,78;2036,94;0,59
037578.png;True;155;0,79;2026,13;0,59
037579.png;True;230;0,78;2028,13;0,86
037583.png;True;425;0,78;2045,66;1,58
037585.png;True;154;0,79;2027,92;0,59
037586.png;True;134;0,78;2029,11;0,6
037587.png;True;154;0,78;2027,86;0,58
037588.png;True;123;0,79;2038,83;0,48
037590.png;True;110;0,79;2032,46;0,43
037591.png;True;121;0,77;2012,2;0,51
037593.png;True;154;0,78;2029,32;0,59
037594.png;True;502;0,77;2035,35;1,84
037597.png;True;154;0,79;2083,76;0,6
037598.png;True;444;0,79;2031,08;1,65
037599.png;True;252;0,78;2032,12;0,92
037600.png;True;124;0,78;2044,45;0,56
037602.png;True;157;0,79;2027,89;0,61
037605.png;True;158;0,86;2038,62;0,6
037607.png;True;150;0,78;2022,47;0,57
037608.png;True;120;0,78;2027,26;0,45
037611.png;True;161;0,79;2040,68;0,61
037612.png;True;155;0,78;2034,37;0,6
037613.png;True;155;0,79;2026,34;0,59
037614.png;True;119;0,79;2041,22;0,46
037615.png;True;229;0,78;2025,45;0,85
037616.png;True;154;0,78;2018,87;0,58
037618.png;True;169;0,79;2031,66;0,64
037619.png;True;158;0,79;2018,53;0,59
037620.png;True;150;0,79;2025,77;0,58
037621.png;True;155;0,83;2048,01;0,59
037624.png;True;154;0,78;2033,38;0,58
037625.png;True;158;0,78;2035,86;0,61
037626.png;True;122;0,81;2050,58;0,48
037627.png;True;234;0,79;2015,17;0,88
037629.png;True;155;0,78;2038,01;0,59
037630.png;True;228;0,79;2030,78;0,86
037631.png;True;262;0,79;2048,7;0,98
037632.png;True;155;0,97;2020,04;0,59
037633.png;True;227;0,8;2046,88;0,97
037634.png;True;157;0,78;2028,75;0,62
037635.png;True;225;0,78;2029,02;0,85
037638.png;True;236;0,78;2059,14;0,89
037639.png;True;155;0,79;2029,44;0,59
037640.png;True;441;0,8;2030,89;1,69
037641.png;True;228;0,78;2036,74;0,85
037642.png;True;330;0,89;2027,41;1,27
037645.png;True;152;0,79;2036,42;0,58
037646.png;True;138;0,78;2032,87;0,54
037648.png;True;154;0,79;2041,12;0,62
037649.png;True;239;0,81;2026,15;0,89
037650.png;True;154;0,78;2034,41;0,59
037651.png;True;158;0,82;2038,14;0,6
037652.png;True;158;0,8;2053,17;0,6
037653.png;True;445;0,78;2030,02;1,71
037654.png;True;157;0,79;2035,29;0,6
037656.png;True;158;0,79;2037,39;0,61
037658.png;True;155;0,78;2029,5;0,59
037662.png;True;223;0,86;2036,11;0,83
037663.png;True;155;0,79;2034;0,59
037664.png;True;126;0,81;2048,54;0,48
037665.png;True;154;0,78;2045,16;0,59
037666.png;True;228;0,77;2030,94;0,85
037667.png;True;154;0,78;2039,22;0,59
037668.png;True;154;0,78;2029,77;0,59
037669.png;True;223;0,78;2041,93;0,83
037670.png;True;130;1,28;2040,19;0,5
037672.png;True;154;0,78;2031,39;0,6
037673.png;True;154;0,87;2023,87;0,58
037674.png;True;154;0,79;2039,12;0,59
037675.png;True;148;0,79;2051,64;0,57
037676.png;True;154;0,78;2033,07;0,58
037677.png;True;126;0,77;2077,04;0,5
037679.png;True;155;0,88;2057,25;0,6
037680.png;True;122;0,78;2028,73;0,47
037681.png;True;154;0,87;2031;0,58
037683.png;True;228;0,78;2027,13;0,85
037684.png;True;154;0,78;2023,54;0,58
037686.png;True;154;0,79;2031,86;0,58
037687.png;True;119;0,77;2045,12;0,47
037688.png;True;115;0,79;2046,89;0,44
037689.png;True;229;0,77;2024,87;0,88
037690.png;True;155;0,78;2017,88;0,58
037691.png;True;497;0,79;2037,46;1,87
037692.png;True;231;0,77;2031,51;0,87
037693.png;True;154;0,78;2028,74;0,59
037694.png;True;118;0,79;2030,3;0,45
037695.png;True;111;1;2036,49;0,42
037697.png;True;154;0,78;2029,66;0,6
037699.png;True;719;0,78;2023,85;2,66
037700.png;True;684;0,8;2038,81;2,56
037701.png;True;122;0,77;2029,46;0,47
037702.png;True;421;0,8;2001,23;1,53
037704.png;True;154;0,78;2032,85;0,6
037706.png;True;154;0,79;2048,89;0,58
037707.png;True;135;0,78;2035,29;0,53
037708.png;True;155;0,79;2037,5;0,61
037711.png;True;154;0,77;2025,41;0,59
037712.png;True;133;0,78;2034,55;0,51
037713.png;True;457;0,79;2051,24;1,75
037714.png;True;137;0,77;2030,15;0,53
037715.png;True;154;0,78;2063,09;0,59
037717.png;True;446;0,8;2032,26;1,64
037718.png;True;158;0,78;2032,3;0,61
037721.png;True;145;0,79;2028,81;0,55
037723.png;True;154;0,78;2047,06;0,6
037725.png;True;228;0,78;2035,85;0,85
037730.png;True;154;0,78;2044,71;0,6
037731.png;True;155;0,78;2027,75;0,6
037732.png;True;154;0,79;2034,73;0,59
037733.png;True;140;0,79;2030,54;0,55
037735.png;True;154;0,78;2044,6;0,59
037736.png;True;155;0,77;2018,7;0,59
037737.png;True;155;0,86;2037,55;0,6
037738.png;True;442;0,78;2033,64;1,66
037739.png;True;228;0,78;2040,08;0,85
037740.png;True;135;0,78;2028,93;0,52
037741.png;True;1053;0,78;2029,64;5,27
037742.png;True;499;0,8;2031,71;1,85
037743.png;True;499;0,79;2033,53;1,85
037744.png;True;157;0,77;2045,73;0,6
037745.png;True;157;0,79;2042,04;0,6
037746.png;True;158;0,79;2016,94;0,61
037747.png;True;154;0,79;2046,14;0,59
037751.png;True;144;0,77;2031,56;0,55
037752.png;True;155;0,89;2067,23;0,58
037754.png;True;154;0,83;2047,29;0,59
037755.png;True;123;0,78;2030,44;0,48
037756.png;True;446;0,79;2033,09;1,63
037757.png;True;128;0,78;2020,91;0,49
037758.png;True;153;0,85;2039,8;0,6
037759.png;True;154;0,79;2064,63;0,73
037762.png;True;154;0,78;2025,74;0,61
037763.png;True;500;0,88;2022,79;1,87
037764.png;True;155;0,78;2033,21;0,59
037765.png;True;224;0,79;2055,11;0,85
037767.png;True;386;0,77;2029,78;1,45
037771.png;True;111;0,79;2045,89;0,47
037772.png;True;266;0,79;2036,22;1
037773.png;True;228;0,77;2036,87;0,87
037775.png;True;166;0,78;2032,94;0,65
037777.png;True;150;0,77;2014,98;0,57
037778.png;True;437;0,78;2026,34;1,64
037779.png;True;223;0,78;2024,44;0,85
037781.png;True;155;0,78;2026,71;0,6
037782.png;True;154;0,78;2032,21;0,59
037786.png;True;984;0,78;2046,22;3,66
037787.png;True;155;0,78;2046,03;0,59
037788.png;True;157;0,77;2015,73;0,61
037789.png;True;446;0,78;2025,33;1,65
037790.png;True;160;0,79;2029,01;0,61
037792.png;True;447;0,78;2031,29;1,64
037793.png;True;154;0,79;2042,06;0,59
037794.png;True;228;0,77;2026,62;0,88
037795.png;True;154;0,79;2029,66;0,59
037797.png;True;158;0,78;2041,89;0,6
037798.png;True;155;0,79;2021,98;0,58
037799.png;True;126;0,79;2051,01;0,49
037800.png;True;445;0,78;2024;1,7
037801.png;True;338;0,78;2046,72;1,39
037802.png;True;154;0,78;2053,36;0,61
037804.png;True;120;0,86;2046,18;0,55
037806.png;True;154;0,78;2042,75;0,59
037807.png;True;126;0,79;2032,17;0,48
037809.png;True;392;0,78;2031,99;1,45
037811.png;True;154;0,78;2039,17;0,59
037812.png;True;234;0,79;2066,89;0,89
037813.png;True;154;0,78;2058,8;0,59
037814.png;True;154;0,78;2039,73;0,59
037815.png;True;186;0,79;2032,47;0,72
037816.png;True;583;0,77;2014,36;2,19
037817.png;True;155;0,8;2043,34;0,59
037818.png;True;122;0,78;2025,87;0,47
037819.png;True;139;0,79;2021,53;0,54
037820.png;True;119;0,78;2038,15;0,46
037821.png;True;150;0,77;2046,13;0,58
037822.png;True;154;0,78;2033,94;0,59
037823.png;True;142;0,83;2018,02;0,55
037825.png;True;155;0,79;2056,56;0,59
037826.png;True;154;0,78;2033,55;0,59
037828.png;True;123;0,78;2033,17;0,47
037829.png;True;234;0,79;2026,5;0,88
037830.png;True;154;0,77;2030,79;0,6
037831.png;True;154;0,78;2049,59;0,59
037833.png;True;157;0,79;2025,42;0,6
037834.png;True;226;0,78;2020,76;0,87
037835.png;True;444;0,79;2024,63;1,64
037836.png;True;673;0,78;2021,63;2,46
037837.png;True;167;1,27;2025,31;0,64
037838.png;True;228;0,78;2052,15;0,91
037840.png;True;128;0,82;2048,03;0,49
037841.png;True;155;0,78;2021,92;0,6
037842.png;True;178;0,78;2026,97;0,68
037843.png;True;155;0,79;2036,44;0,62
037845.png;True;162;0,78;2020,63;0,63
037847.png;True;137;0,79;2032,29;0,52
037849.png;True;154;0,78;2031,67;0,59
037850.png;True;228;0,84;2031,64;0,87
037853.png;True;150;0,78;2030,7;0,57
037854.png;True;157;0,78;2023,94;0,6
037855.png;True;155;0,78;2034,91;0,68
037856.png;True;121;0,78;2024,32;0,48
037857.png;True;154;0,78;2043,83;0,58
037858.png;True;154;0,78;2036,47;0,6
037859.png;True;155;0,78;2037,46;0,6
037860.png;True;157;0,77;2033,14;0,61
037862.png;True;228;0,78;2012,74;0,86
037864.png;True;158;0,86;2029,98;0,6
037866.png;True;441;0,78;2036,38;1,64
