Filename;Hidden Content Present;Estimated Size of Hidden Content (Bytes);Speed Hidden Content Present (ms);Speed Size Estimation (ms);Speed Recovering Hidden Content (ms)
031746.png;True;154;6,76;1,33;0
031764.png;True;157;4,5;0,93;0
031766.png;True;137;3,98;0,88;0
031791.png;True;155;3,98;0,89;0
031805.png;True;154;4,05;0,88;0
031831.png;True;126;3,97;0,68;0
031836.png;True;154;3,98;0,89;0
031979.png;True;116;3,97;0,68;0
032034.png;True;154;6,71;1,28;0
032113.png;True;240;4,51;1,15;0
032152.png;True;157;3,99;0,91;0
032181.png;True;155;3,98;0,89;0
032185.png;True;262;4;1,11;0
032205.png;True;586;4;2,19;0
032259.png;True;148;3,97;0,88;0
032266.png;True;154;4;0,89;0
032272.png;True;501;3,98;1,96;0
032375.png;True;157;4;0,89;0
032398.png;True;154;8,19;1,33;0
032414.png;True;655;5,35;2,85;0
032447.png;True;399;4,11;1,59;0
032452.png;True;442;4,1;1,8;0
032495.png;True;155;4,1;0,92;0
032523.png;True;2247;4,18;7,72;0
032567.png;True;446;4,17;1,8;0
032596.png;True;230;4,07;1,14;0
032615.png;True;154;4,12;0,91;0
032619.png;True;123;4,14;0,7;0
032701.png;True;156;4,2;1,13;0
032708.png;True;237;4,15;1,14;0
032714.png;True;290;4,1;1,36;0
032760.png;True;155;4,14;0,92;0
032761.png;True;132;4,08;0,7;0
032784.png;True;232;4,1;1,13;0
032883.png;True;234;4,09;1,13;0
032893.png;True;225;4,08;1,13;0
032920.png;True;228;4,03;1,15;0
033022.png;True;114;4,09;0,7;0
033023.png;True;524;4,03;2,01;0
033031.png;True;154;3,95;0,89;0
033088.png;True;155;4;0,88;0
033097.png;True;230;4;1,1;0
033146.png;True;157;3,98;0,88;0
033159.png;True;122;3,96;0,68;0
033170.png;True;232;3,95;1,1;0
033213.png;True;154;3,99;0,88;0
033222.png;True;266;3,98;1,11;0
033240.png;True;148;3,96;0,9;0
033254.png;True;155;3,97;0,89;0
033274.png;True;154;3,99;0,88;0
033292.png;True;236;3,96;1,1;0
033300.png;True;111;4;0,68;0
033333.png;True;2247;3,97;7,48;0
033357.png;True;153;3,98;0,88;0
033442.png;True;111;3,95;0,68;0
033560.png;True;227;3,98;1,1;0
033577.png;True;154;3,95;0,9;0
033619.png;True;666;3,96;2,4;0
033636.png;True;154;3,99;0,89;0
033645.png;True;228;5,84;1,17;0
033703.png;True;142;4,04;0,88;0
033714.png;True;158;3,99;0,89;0
033853.png;True;136;3,98;0,99;0
033874.png;True;116;4,1;0,68;0
033926.png;True;157;3,98;0,89;0
033938.png;True;126;3,98;0,69;0
033987.png;True;155;4,04;0,89;0
034025.png;True;230;3,98;1,11;0
034081.png;True;222;4;1,11;0
034084.png;True;657;3,98;2,45;0
034099.png;True;230;3,99;1,1;0
034115.png;True;527;4,03;1,97;0
034179.png;True;499;3,97;2,01;0
034405.png;True;456;3,98;1,76;0
034429.png;True;154;4,05;0,89;0
034459.png;True;230;3,97;1,1;0
034555.png;True;137;4,09;1,06;0
034577.png;True;120;3,98;0,68;0
034644.png;True;155;3,97;0,9;0
034679.png;True;444;3,98;1,76;0
034714.png;True;154;3,95;0,88;0
034746.png;True;157;4,03;0,89;0
034769.png;True;236;4,02;1,11;0
034820.png;True;154;3,96;0,88;0
034970.png;True;154;4,04;0,89;0
035016.png;True;155;3,99;0,89;0
035023.png;True;130;3,99;0,69;0
035033.png;True;228;3,97;1,16;0
035048.png;True;332;3,95;1,32;0
035066.png;True;154;3,98;0,88;0
035134.png;True;155;3,97;0,89;0
035145.png;True;134;4;0,68;0
035218.png;True;154;3,96;0,88;0
035240.png;True;236;3,93;1,1;0
035290.png;True;138;4,01;0,88;0
035442.png;True;154;4,81;0,89;0
035445.png;True;152;4,03;0,89;0
035509.png;True;446;4,68;1,93;0
035579.png;True;984;4,48;3,57;0
035619.png;True;154;4,08;0,88;0
035671.png;True;442;3,94;1,8;0
035673.png;True;185;4,12;0,92;0
035685.png;True;443;4,05;1,78;0
035687.png;True;527;4,08;2,02;0
035764.png;True;154;4,07;0,91;0
035791.png;True;194;6,95;1,36;0
035801.png;True;154;4,58;0,93;0
035815.png;True;422;4;1,75;0
035844.png;True;233;3,97;1,13;0
035867.png;True;445;3,96;1,75;0
035922.png;True;133;4,12;0,69;0
035944.png;True;231;4,05;1,11;0
035950.png;True;157;3,97;0,89;0
036005.png;True;154;4;0,89;0
036012.png;True;223;4;1,11;0
036132.png;True;155;3,98;1,12;0
036160.png;True;254;3,98;1,11;0
036314.png;True;158;3,96;0,91;0
036370.png;True;502;3,98;1,97;0
036392.png;True;117;3,98;0,68;0
036417.png;True;237;4,2;1,11;0
036440.png;True;157;3,97;0,9;0
036477.png;True;186;4,14;0,9;0
036495.png;True;155;4,05;0,89;0
036551.png;True;155;3,97;0,89;0
036577.png;True;444;3,97;1,75;0
036594.png;True;671;3,98;2,59;0
036598.png;True;138;4,09;0,92;0
036634.png;True;154;4,01;0,89;0
036772.png;True;231;4,04;1,11;0
036909.png;True;444;3,98;1,75;0
036938.png;True;131;3,99;0,69;0
036951.png;True;339;5,23;1,54;0
036975.png;True;154;3,97;0,88;0
036995.png;True;446;4,6;1,94;0
037041.png;True;158;4,37;0,89;0
037066.png;True;525;3,99;2,11;0
037067.png;True;154;3,97;0,88;0
037068.png;True;155;4,06;0,91;0
037069.png;True;154;4,09;0,91;0
037072.png;True;158;4,11;0,91;0
037073.png;True;154;4,08;0,91;0
037078.png;True;154;4,09;0,91;0
037084.png;True;444;4,07;1,8;0
037103.png;True;142;4,09;0,9;0
037123.png;True;150;4,06;0,91;0
037125.png;True;155;4,04;0,98;0
037130.png;True;121;3,97;0,68;0
037145.png;True;123;3,96;0,68;0
037147.png;True;158;4,02;0,89;0
037150.png;True;121;4,02;0,68;0
037151.png;True;574;3,99;2,18;0
037154.png;True;111;3,97;0,68;0
037162.png;True;155;4,04;0,89;0
037167.png;True;155;4,05;0,89;0
037169.png;True;157;4;0,89;0
037170.png;True;443;4,11;1,75;0
037171.png;True;226;3,99;1,11;0
037173.png;True;425;3,96;1,74;0
037174.png;True;82;3,99;0,67;0
037176.png;True;202;3,98;1,11;0
037177.png;True;228;4,05;1,11;0
037178.png;True;157;3,99;0,93;0
037179.png;True;132;3,96;0,69;0
037184.png;True;155;6,75;1,33;0
037186.png;True;123;4,63;0,79;0
037193.png;True;154;4,05;0,89;0
037196.png;True;502;3,98;1,97;0
037198.png;True;135;3,96;0,88;0
037200.png;True;228;4,01;1,11;0
037207.png;True;230;4,54;1,11;0
037210.png;True;456;3,98;1,76;0
037214.png;True;154;5;1,3;0
037226.png;True;153;4,02;0,89;0
037240.png;True;154;4,03;0,89;0
037241.png;True;127;4,02;0,7;0
037243.png;True;154;4,12;0,91;0
037247.png;True;222;4,09;1,13;0
037251.png;True;155;4,1;0,91;0
037256.png;True;116;4,1;0,7;0
037260.png;True;167;4,09;0,91;0
037261.png;True;587;4,17;2,25;0
037264.png;True;237;4,08;1,16;0
037265.png;True;441;4,06;1,78;0
037266.png;True;121;4,08;0,7;0
037267.png;True;230;4,1;1,14;0
037268.png;True;441;4,07;1,79;0
037269.png;True;158;4,22;0,92;0
037270.png;True;158;4,13;0,91;0
037271.png;True;2331;4,08;7,98;0
037272.png;True;227;4,09;1,13;0
037273.png;True;441;4,17;1,81;0
037274.png;True;230;4,07;1,13;0
037276.png;True;235;4,1;1,14;0
037281.png;True;221;4,15;1,13;0
037282.png;True;154;4,08;0,92;0
037284.png;True;142;4,11;0,91;0
037285.png;True;1067;4,08;3,79;0
037286.png;True;673;4,08;2,66;0
037287.png;True;155;4,09;0,92;0
037288.png;True;157;4,06;0,91;0
037289.png;True;532;4,16;2,03;0
037290.png;True;136;4,08;0,92;0
037291.png;True;237;4,11;1,16;0
037292.png;True;154;4,04;0,9;0
037293.png;True;191;4,07;0,93;0
037294.png;True;231;4,08;1,13;0
037295.png;True;154;4,16;0,91;0
037296.png;True;154;4,1;0,91;0
037297.png;True;186;4,07;0,95;0
037298.png;True;157;4,07;0,91;0
037300.png;True;136;4,2;0,92;0
037304.png;True;154;4,87;1,02;0
037306.png;True;154;4,06;0,93;0
037307.png;True;443;4,09;1,84;0
037309.png;True;152;4,04;0,94;0
037310.png;True;155;4,07;0,91;0
037311.png;True;228;4,1;1,13;0
037312.png;True;223;4,1;1,36;0
037313.png;True;155;5,35;0,92;0
037317.png;True;252;4,84;1,37;0
037319.png;True;154;4,18;1,11;0
037321.png;True;154;4,09;0,91;0
037325.png;True;127;4,08;0,73;0
037326.png;True;136;4,09;0,9;0
037331.png;True;154;6,94;1,38;0
037332.png;True;154;4,09;0,91;0
037336.png;True;228;4,08;1,13;0
037340.png;True;154;4,11;0,91;0
037342.png;True;446;4,12;1,81;0
037343.png;True;230;4,05;1,15;0
037346.png;True;158;4,08;0,91;0
037347.png;True;582;4,05;2,22;0
037348.png;True;135;4,2;0,9;0
037356.png;True;157;4,08;0,91;0
037357.png;True;155;3,99;0,89;0
037359.png;True;150;3,97;0,89;0
037360.png;True;224;4;1,13;0
037362.png;True;227;4,01;1,1;0
037363.png;True;236;4;1,11;0
037367.png;True;521;4,05;1,97;0
037368.png;True;233;3,97;1,11;0
037370.png;True;671;4,11;2,7;0
037372.png;True;327;3,99;1,45;0
037374.png;True;155;4,4;0,94;0
037375.png;True;155;4,01;1;0
037376.png;True;123;4,22;0,69;0
037377.png;True;237;5,94;1,77;0
037379.png;True;158;4,22;0,89;0
037380.png;True;154;4,02;0,91;0
037381.png;True;416;4,08;1,79;0
037382.png;True;125;4,14;0,71;0
037384.png;True;228;4,06;1,13;0
037385.png;True;155;4,08;0,91;0
037388.png;True;231;5,71;2,22;0
037389.png;True;154;4,07;0,91;0
037390.png;True;162;4,09;0,92;0
037393.png;True;135;4,08;0,9;0
037397.png;True;155;4,24;0,93;0
037398.png;True;671;4,05;2,65;0
037401.png;True;443;4,21;1,8;0
037403.png;True;446;4,22;1,8;0
037404.png;True;446;4,08;1,82;0
037406.png;True;154;4,1;0,91;0
037407.png;True;122;4,08;0,71;0
037409.png;True;154;4,1;0,91;0
037411.png;True;443;4,08;1,79;0
037412.png;True;160;4,1;0,91;0
037414.png;True;155;7,14;1,33;0
037415.png;True;501;4,06;2,02;0
037416.png;True;230;4,09;1,14;0
037417.png;True;425;4,06;1,8;0
037418.png;True;223;4,14;1,14;0
037419.png;True;155;4,12;0,91;0
037422.png;True;154;4,17;0,93;0
037423.png;True;154;4,11;0,91;0
037424.png;True;230;4,11;1,14;0
037425.png;True;154;4,11;0,91;0
037426.png;True;667;4,11;2,47;0
037432.png;True;482;4,29;2,48;0
037435.png;True;237;4,18;1,18;0
037438.png;True;155;4,4;0,92;0
037439.png;True;137;4,09;0,9;0
037440.png;True;155;4,08;0,91;0
037442.png;True;232;4,11;1,26;0
037443.png;True;125;4,79;0,72;0
037444.png;True;155;4,37;0,93;0
037445.png;True;665;4,07;2,45;0
037446.png;True;157;4,14;0,92;0
037447.png;True;446;4,19;1,83;0
037448.png;True;154;4,07;0,91;0
037449.png;True;149;4,34;0,92;0
037450.png;True;499;4,16;2,1;0
037452.png;True;490;4,07;2;0
037453.png;True;154;4,16;0,91;0
037457.png;True;155;4,11;0,92;0
037458.png;True;675;4,11;2,66;0
037462.png;True;157;4,22;0,92;0
037464.png;True;154;4,16;0,91;0
037466.png;True;236;4,59;1,21;0
037468.png;True;157;4,09;0,91;0
037469.png;True;154;4,08;0,91;0
037470.png;True;158;4,05;0,91;0
037472.png;True;157;4,08;0,91;0
037474.png;True;684;4,09;2,68;0
037476.png;True;155;4,09;0,91;0
037478.png;True;290;4,1;1,35;0
037481.png;True;123;4,07;0,7;0
037482.png;True;154;4,09;0,89;0
037484.png;True;154;3,97;1;0
037485.png;True;164;4,39;0,89;0
037486.png;True;155;3,97;0,89;0
037487.png;True;154;4,06;0,89;0
037488.png;True;445;4,05;1,81;0
037489.png;True;525;3,99;2,13;0
037490.png;True;228;4,18;1,12;0
037491.png;True;158;4,05;0,89;0
037492.png;True;128;3,97;0,69;0
037493.png;True;883;4,01;3,42;0
037494.png;True;82;3,99;0,69;0
037496.png;True;154;3,98;0,97;0
037498.png;True;240;4,56;1,46;0
037499.png;True;137;4,06;0,9;0
037501.png;True;447;4,07;1,8;0
037503.png;True;432;4,2;1,8;0
037504.png;True;147;4,33;0,93;0
037506.png;True;223;4,06;1,12;0
037507.png;True;154;4,08;0,94;0
037508.png;True;231;4,08;1,15;0
037511.png;True;154;4,07;0,9;0
037512.png;True;196;3,97;0,9;0
037513.png;True;154;3,98;0,89;0
037515.png;True;230;4,46;1,43;0
037516.png;True;155;3,96;0,88;0
037517.png;True;154;3,99;0,89;0
037518.png;True;138;4,48;0,9;0
037519.png;True;154;3,98;0,89;0
037524.png;True;151;4,09;0,91;0
037525.png;True;154;4,09;0,91;0
037526.png;True;233;4,17;1,14;0
037527.png;True;2306;4,07;7,96;0
037528.png;True;161;4,13;0,91;0
037530.png;True;154;4,2;0,91;0
037532.png;True;154;4,11;0,91;0
037533.png;True;236;4,1;1,14;0
037539.png;True;503;4,11;2,02;0
037541.png;True;393;4,04;1,61;0
037543.png;True;2247;4,08;7,8;0
037544.png;True;121;4,14;0,71;0
037545.png;True;520;4,15;2,05;0
037547.png;True;445;4,07;1,8;0
037548.png;True;580;4,07;2,23;0
037549.png;True;122;4,08;0,7;0
037550.png;True;154;4,06;0,93;0
037551.png;True;154;4,08;0,91;0
037552.png;True;231;4,15;1,14;0
037554.png;True;446;4,09;1,8;0
037557.png;True;154;4,05;0,9;0
037558.png;True;157;4,07;0,91;0
037560.png;True;143;5,15;0,92;0
037562.png;True;160;4,12;0,91;0
037564.png;True;154;4,21;0,92;0
037565.png;True;155;4,08;0,91;0
037568.png;True;154;4,08;0,92;0
037569.png;True;155;4,07;0,91;0
037570.png;True;154;4,2;0,92;0
037572.png;True;447;4,08;1,79;0
037573.png;True;154;4,08;0,91;0
037574.png;True;154;4,06;0,9;0
037578.png;True;155;4,09;0,92;0
037579.png;True;230;4,21;1,16;0
037583.png;True;425;4,18;1,83;0
037585.png;True;154;4,17;0,91;0
037586.png;True;134;4,11;0,7;0
037587.png;True;154;4,06;0,93;0
037588.png;True;123;4,14;0,71;0
037590.png;True;111;4,07;0,7;0
037591.png;True;121;5,02;0,71;0
037593.png;True;154;4,72;0,91;0
037594.png;True;502;4,25;2,22;0
037597.png;True;154;4,09;1,19;0
037598.png;True;444;4,46;2,43;0
037599.png;True;252;5,11;1,37;0
037600.png;True;124;5,13;0,85;0
037602.png;True;157;5,07;1,11;0
037605.png;True;158;5,06;1,03;0
037607.png;True;152;4,07;0,9;0
037608.png;True;120;4,09;0,7;0
037611.png;True;161;4,33;0,91;0
037612.png;True;155;4,06;0,9;0
037613.png;True;155;5,12;1,74;0
037614.png;True;120;4,09;0,7;0
037615.png;True;230;4,43;1,18;0
037616.png;True;154;4,13;0,91;0
037618.png;True;169;4,08;0,91;0
037619.png;True;158;4,07;0,91;0
037620.png;True;150;4,17;0,91;0
037621.png;True;155;4,06;0,91;0
037624.png;True;154;4,07;0,91;0
037625.png;True;158;4,1;0,91;0
037626.png;True;122;4,05;0,7;0
037627.png;True;234;4,08;1,13;0
037629.png;True;155;4,06;0,91;0
037630.png;True;228;4,04;1,13;0
037631.png;True;262;4,07;1,14;0
037632.png;True;155;4,11;0,92;0
037633.png;True;227;3,94;1,1;0
037634.png;True;157;3,97;0,89;0
037635.png;True;225;3,98;1,14;0
037638.png;True;236;4,06;1,12;0
037639.png;True;155;3,98;0,88;0
037640.png;True;441;4,07;1,82;0
037641.png;True;228;3,96;1,1;0
037642.png;True;330;3,97;1,32;0
037645.png;True;152;3,98;0,88;0
037646.png;True;138;3,98;0,88;0
037648.png;True;154;4,03;0,89;0
037649.png;True;239;4,05;1,1;0
037650.png;True;154;3,98;0,88;0
037651.png;True;158;4,01;0,89;0
037652.png;True;158;3,99;0,96;0
037653.png;True;445;4,08;1,75;0
037654.png;True;158;4,04;0,89;0
037656.png;True;158;4,01;0,89;0
037658.png;True;155;3,98;0,89;0
037662.png;True;223;4,07;1,11;0
037663.png;True;155;4,21;0,89;0
037664.png;True;126;4,13;0,96;0
037665.png;True;154;3,98;0,88;0
037666.png;True;228;4,06;1,13;0
037667.png;True;154;4,6;0,93;0
037668.png;True;154;4,08;0,91;0
037669.png;True;223;4,14;1,13;0
037670.png;True;130;4,2;0,71;0
037672.png;True;154;4,14;0,91;0
037673.png;True;154;4,07;0,94;0
037674.png;True;154;4,06;0,91;0
037675.png;True;148;4,13;0,9;0
037676.png;True;154;4,09;0,91;0
037677.png;True;126;4,1;0,7;0
037679.png;True;155;4,09;0,9;0
037680.png;True;122;4,1;0,7;0
037681.png;True;154;4,06;0,91;0
037683.png;True;228;4,09;1,19;0
037684.png;True;154;4,06;0,9;0
037686.png;True;154;4,07;0,91;0
037687.png;True;119;4,06;0,7;0
037688.png;True;115;4,07;0,7;0
037689.png;True;229;4,11;1,14;0
037690.png;True;155;4,05;0,91;0
037691.png;True;497;4,1;2,03;0
037692.png;True;231;4,06;1,16;0
037693.png;True;154;4,14;0,92;0
037694.png;True;118;4,08;0,7;0
037695.png;True;111;4,07;0,7;0
037697.png;True;154;4,07;0,91;0
037699.png;True;719;4,08;2,68;0
037700.png;True;684;4,09;2,67;0
037701.png;True;122;4,07;0,7;0
037702.png;True;421;4,15;1,84;0
037704.png;True;154;4,08;0,92;0
037706.png;True;154;4,31;0,92;0
037707.png;True;135;4,06;0,91;0
037708.png;True;155;4,08;0,91;0
037711.png;True;154;4,71;0,91;0
037712.png;True;133;4,09;0,7;0
037713.png;True;457;5,28;2,53;0
037714.png;True;137;4,06;0,9;0
037715.png;True;154;4,08;0,91;0
037717.png;True;445;4,14;1,84;0
037718.png;True;158;4,05;0,91;0
037721.png;True;145;4,23;0,91;0
037723.png;True;154;4,13;0,92;0
037725.png;True;228;4,16;1,15;0
037730.png;True;154;4,51;0,92;0
037731.png;True;155;4,16;0,92;0
037732.png;True;154;4,08;0,91;0
037733.png;True;139;4,11;0,96;0
037735.png;True;154;4,08;0,91;0
037736.png;True;155;4,08;0,91;0
037737.png;True;155;4,07;0,91;0
037738.png;True;442;4,06;1,79;0
037739.png;True;228;4,05;1,13;0
037740.png;True;135;4,05;0,9;0
037741.png;True;1053;4,08;3,78;0
037742.png;True;499;4,08;2,01;0
037743.png;True;499;4,06;2,01;0
037744.png;True;157;4,16;0,97;0
037745.png;True;157;4,03;0,91;0
037746.png;True;158;4,04;0,91;0
037747.png;True;154;4,07;0,91;0
037751.png;True;144;4,06;0,91;0
037752.png;True;155;4,07;0,91;0
037754.png;True;154;4,04;0,99;0
037755.png;True;123;3,97;0,68;0
037756.png;True;446;3,94;1,75;0
037757.png;True;128;3,97;0,68;0
037758.png;True;154;3,98;0,89;0
037759.png;True;154;3,97;0,89;0
037762.png;True;154;3,98;0,89;0
037763.png;True;500;4,03;1,96;0
037764.png;True;155;3,95;0,89;0
037765.png;True;224;4,4;1,35;0
037767.png;True;386;4,23;1,58;0
037771.png;True;111;3,98;0,68;0
037772.png;True;266;3,98;1,12;0
037773.png;True;228;4,06;1,11;0
037775.png;True;166;4,01;0,89;0
037777.png;True;150;7,47;1,01;0
037778.png;True;437;3,97;1,75;0
037779.png;True;223;4,22;1,11;0
037781.png;True;155;4,24;0,89;0
037782.png;True;154;3,99;0,98;0
037786.png;True;984;4,08;3,73;0
037787.png;True;155;4,04;0,89;0
037788.png;True;157;4,03;1,1;0
037789.png;True;446;4,06;1,82;0
037790.png;True;160;4,06;0,91;0
037792.png;True;447;4,11;1,8;0
037793.png;True;154;4,06;0,91;0
037794.png;True;228;4,21;1,14;0
037795.png;True;154;4,12;0,91;0
037797.png;True;158;4,13;0,92;0
037798.png;True;155;4,08;0,91;0
037799.png;True;126;4,16;0,7;0
037800.png;True;445;4,06;1,79;0
037801.png;True;338;4,09;1,55;0
037802.png;True;154;4,06;0,91;0
037804.png;True;120;4,07;0,73;0
037806.png;True;154;4,04;0,91;0
037807.png;True;126;4,09;0,71;0
037809.png;True;392;3,96;1,54;0
037811.png;True;154;4,22;0,89;0
037812.png;True;234;4,12;1,1;0
037813.png;True;154;3,98;0,89;0
037814.png;True;154;4,1;0,92;0
037815.png;True;186;4,29;0,9;0
037816.png;True;583;4,26;2,44;0
037817.png;True;155;4,91;1,63;0
037818.png;True;122;4,07;0,7;0
037819.png;True;139;4,11;0,95;0
037820.png;True;120;4,15;0,76;0
037821.png;True;150;4,09;0,91;0
037822.png;True;154;4,16;0,91;0
037823.png;True;142;4,06;0,9;0
037825.png;True;155;4,08;0,9;0
037826.png;True;154;4,14;0,93;0
037828.png;True;123;4,08;0,7;0
037829.png;True;234;4,07;1,14;0
037830.png;True;154;4,11;0,92;0
037831.png;True;154;4,15;0,91;0
037833.png;True;157;4,13;0,92;0
037834.png;True;226;4,07;1,15;0
037835.png;True;444;4,08;1,8;0
037836.png;True;673;4,07;2,66;0
037837.png;True;167;4,05;0,91;0
037838.png;True;228;4,08;1,13;0
037840.png;True;128;4,07;0,7;0
037841.png;True;155;4,06;0,91;0
037842.png;True;178;4,07;0,92;0
037843.png;True;155;4,08;0,91;0
037845.png;True;162;4,07;0,91;0
037847.png;True;137;4,12;0,9;0
037849.png;True;154;4,14;0,91;0
037850.png;True;228;4,32;1,14;0
037853.png;True;150;4,71;0,93;0
037854.png;True;157;4,11;0,94;0
037855.png;True;155;4,09;0,91;0
037856.png;True;121;4,24;0,7;0
037857.png;True;154;4,07;0,91;0
037858.png;True;154;4,08;0,91;0
037859.png;True;155;4,08;0,91;0
037860.png;True;157;4,13;0,91;0
037862.png;True;228;4,24;1,16;0
037864.png;True;158;4,06;0,92;0
037866.png;True;441;4,06;1,79;0
037867.png;True;146;5,42;0,93;0
037868.png;True;121;4,07;0,7;0
037869.png;True;154;4,17;0,91;0
037870.png;True;154;4,22;0,92;0
037871.png;True;237;4,11;1,15;0
037872.png;True;147;6,63;1,32;0
037873.png;True;473;4,45;2,04;0
037874.png;True;157;4,1;0,91;0
037875.png;True;126;4,17;0,71;0
037876.png;True;155;4,08;0,93;0
037877.png;True;135;4,1;0,9;0
037878.png;True;162;4,1;0,91;0
037881.png;True;158;4,06;0,91;0
037882.png;True;154;4,13;0,91;0
037883.png;True;122;4,11;0,7;0
037884.png;True;154;4,06;0,91;0
037885.png;True;155;4,12;0,91;0
037886.png;True;157;4,08;0,92;0
037887.png;True;670;4,07;2,56;0
037888.png;True;154;4,1;0,91;0
037890.png;True;154;4,06;0,91;0
037892.png;True;154;4,05;0,91;0
037893.png;True;135;4,09;0,9;0
037894.png;True;154;4,14;0,91;0
037896.png;True;154;4,1;0,92;0
037897.png;True;499;4,08;2,04;0
037898.png;True;155;4,07;0,91;0
037899.png;True;155;4,18;0,92;0
037900.png;True;154;4,09;0,91;0
037902.png;True;154;4,08;0,91;0
037904.png;True;154;4,39;0,93;0
037905.png;True;223;4,2;1,14;0
037906.png;True;444;4,13;1,83;0
037907.png;True;111;4,1;0,74;0
037908.png;True;664;4,11;2,49;0
037910.png;True;155;4,07;0,91;0
037912.png;True;234;4,57;1,21;0
037913.png;True;584;4,06;2,23;0
037915.png;True;145;4,13;0,92;0
037916.png;True;139;4,17;0,9;0
037917.png;True;154;4,12;0,91;0
037918.png;True;154;4,08;0,91;0
037919.png;True;154;4,13;0,93;0
037920.png;True;228;4,03;1,11;0
037921.png;True;133;4;0,69;0
037922.png;True;154;4,19;0,96;0
037923.png;True;2295;3,99;7,85;0
037924.png;True;158;4;0,94;0
037925.png;True;154;4,05;0,88;0
037926.png;True;501;4,13;1,97;0
037927.png;True;154;4,03;0,89;0
037928.png;True;155;4,14;1,05;0
037930.png;True;444;4,03;1,83;0
037931.png;True;132;3,99;0,69;0
037932.png;True;154;3,99;0,89;0
037933.png;True;659;4,06;2,43;0
037934.png;True;186;4,06;0,9;0
037935.png;True;154;4,24;0,93;0
037936.png;True;154;4,18;0,93;0
037937.png;True;157;4,1;0,91;0
037938.png;True;158;4,11;0,91;0
037941.png;True;142;4,48;0,99;0
037942.png;True;230;4,1;1,13;0
037943.png;True;157;4,12;0,91;0
037944.png;True;158;4,08;0,91;0
037945.png;True;501;4,18;2,04;0
037947.png;True;136;4,2;0,9;0
037948.png;True;154;4,11;0,91;0
037949.png;True;155;4,1;0,91;0
037950.png;True;227;4,07;1,13;0
037951.png;True;230;4,29;1,13;0
037952.png;True;231;4,1;1,13;0
037953.png;True;283;4,21;1,36;0
037955.png;True;157;4,46;0,97;0
037956.png;True;157;4,07;0,91;0
037957.png;True;154;4,12;0,91;0
037958.png;True;138;4,07;0,9;0
037959.png;True;141;4,15;0,9;0
037960.png;True;154;4,08;0,92;0
037961.png;True;221;4,24;1,13;0
037963.png;True;230;4,09;1,14;0
037964.png;True;136;4,12;0,9;0
037965.png;True;224;4,12;1,13;0
037966.png;True;154;5,37;0,91;0
037967.png;True;154;4,13;0,91;0
037968.png;True;134;4,26;0,71;0
037969.png;True;155;4,08;0,91;0
037970.png;True;140;4,11;0,91;0
037971.png;True;157;4,09;0,92;0
037972.png;True;223;4,51;1,14;0
037973.png;True;125;4,2;0,95;0
037974.png;True;580;4,08;2,32;0
037975.png;True;444;4,07;1,79;0
037976.png;True;155;4,07;0,91;0
037977.png;True;155;4,08;0,91;0
037978.png;True;365;4,18;1,58;0
037979.png;True;409;4,17;1,79;0
037980.png;True;154;4,07;0,92;0
037981.png;True;154;4,08;0,91;0
037982.png;True;154;4,13;0,9;0
037984.png;True;451;4,06;1,8;0
